"file","obj_fun","fhist","scenario","optimised","group","stock","lag_idx","range_idx_1","range_idx_2","range_catch","exp_r","exp_f","exp_b","interval","multiplier","upper_constraint","lower_constraint","solution","fitness","iter","risk_Blim","risk_Bmsy","risk_halfBmsy","risk_collapse","SSB","Fbar","Catch","SSB_rel","Fbar_rel","Catch_rel","ICV","fitness_improvement"
"lag_idx-range_idx_1-range_idx_2-exp_r-exp_f-exp_b-interval-multiplier--obj_SSB_C_risk_ICV_res.rds","SSB_C_risk_ICV","one-way","MSY",TRUE,"high","sar",0,3,3,1,0.6,0.4,1,3,1,Inf,0,"0_3_3_1_0.6_0.4_1_3_1_Inf_0",NA,34,0.61184,0.62164,0.5986,0.56064,0,0,0,0,0,0,0.246552730964392,NA
"lag_idx-range_idx_1-range_idx_2-exp_r-exp_f-exp_b-interval-multiplier--obj_SSB_C_risk_ICV_res.rds","SSB_C_risk_ICV","one-way","MSY",TRUE,"high","her",0,3,3,1,0.6,0.4,1,3,1,Inf,0,"0_3_3_1_0.6_0.4_1_3_1_Inf_0",NA,34,0.6244,0.6332,0.60764,0.57412,0,0,0,0,0,0,0.24173648907343,NA
"lag_idx-range_idx_1-range_idx_2-exp_r-exp_f-exp_b-interval-multiplier--obj_SSB_C_risk_ICV_res.rds","SSB_C_risk_ICV","one-way","MSY",TRUE,"high","san",0,3,3,1,0.6,0.4,1,3,1,Inf,0,"0_3_3_1_0.6_0.4_1_3_1_Inf_0",NA,34,0.49268,0.50176,0.48336,0.42172,202.018823564567,0.0160476256293936,18.4905172113608,0.956666592610069,0.0109482446651737,0.0314232798767701,0.285675298191027,NA
"lag_idx-range_idx_1-range_idx_2-exp_r-exp_f-exp_b-interval-multiplier--obj_SSB_C_risk_ICV_res.rds","SSB_C_risk_ICV","one-way","MSY",FALSE,"high","group",1,2,3,1,1,1,1,2,1,Inf,0,"1_2_3_1_1_1_1_2_1_Inf_0",-24.078880475227,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lag_idx-range_idx_1-range_idx_2-exp_r-exp_f-exp_b-interval-multiplier--obj_SSB_C_risk_ICV_res.rds","SSB_C_risk_ICV","one-way","MSY",FALSE,"high","gut",1,2,3,1,1,1,1,2,1,Inf,0,"1_2_3_1_1_1_1_2_1_Inf_0",NA,34,0.36592,0.41612,0.34572,0.2784,390.750385297012,0.0485203197510881,39.3513734715882,1.52602197108159,0.185614755484307,0.390732628443127,0.311910263546358,NA
"lag_idx-range_idx_1-range_idx_2-exp_r-exp_f-exp_b-interval-multiplier--obj_SSB_C_risk_ICV_res.rds","SSB_C_risk_ICV","one-way","MSY",FALSE,"high","whg",1,2,3,1,1,1,1,2,1,Inf,0,"1_2_3_1_1_1_1_2_1_Inf_0",NA,34,0.5716,0.58864,0.54604,0.49308,6.04259805560813,0,0,0.0285565178194077,0,0,0.356269104352777,NA
"lag_idx-range_idx_1-range_idx_2-exp_r-exp_f-exp_b-interval-multiplier--obj_SSB_C_risk_ICV_res.rds","SSB_C_risk_ICV","one-way","MSY",FALSE,"high","bll",1,2,3,1,1,1,1,2,1,Inf,0,"1_2_3_1_1_1_1_2_1_Inf_0",NA,34,0.52604,0.5458,0.51152,0.46432,82.9050086527246,7.95555189740316e-05,0.029824891531643,0.352276709335074,0.000197445720975367,0.000207831649456122,0.34319706827423,NA
"lag_idx-range_idx_1-range_idx_2-exp_r-exp_f-exp_b-interval-multiplier--obj_SSB_C_risk_ICV_res.rds","SSB_C_risk_ICV","one-way","MSY",FALSE,"high","lem",1,2,3,1,1,1,1,2,1,Inf,0,"1_2_3_1_1_1_1_2_1_Inf_0",NA,34,0.36672,0.41152,0.34412,0.2796,408.309081559558,0.0536273379782493,56.1982491837466,1.63464310345426,0.17880836532058,0.390284190989491,0.317574747044608,NA
"lag_idx-range_idx_1-range_idx_2-exp_r-exp_f-exp_b-interval-multiplier--obj_SSB_C_risk_ICV_res.rds","SSB_C_risk_ICV","one-way","MSY",FALSE,"high","ane",1,2,3,1,1,1,1,2,1,Inf,0,"1_2_3_1_1_1_1_2_1_Inf_0",NA,34,0.53288,0.54476,0.50676,0.4682,82.4495441894776,9.24446373305873e-35,2.43543147258794e-31,0.421165842567006,2.33761519074233e-34,7.35583993869508e-34,0.332595615661486,NA
"lag_idx-range_idx_1-range_idx_2-exp_r-exp_f-exp_b-interval-multiplier--obj_SSB_C_risk_ICV_res.rds","SSB_C_risk_ICV","one-way","MSY",FALSE,"high","jnd",1,2,3,1,1,1,1,2,1,Inf,0,"1_2_3_1_1_1_1_2_1_Inf_0",NA,34,0.7336,0.74264,0.72532,0.69688,0,0,0,0,0,0,0.484180788918719,NA
"lag_idx-range_idx_1-range_idx_2-exp_r-exp_f-exp_b-interval-multiplier--obj_SSB_C_risk_ICV_res.rds","SSB_C_risk_ICV","one-way","MSY",FALSE,"high","sar",1,2,3,1,1,1,1,2,1,Inf,0,"1_2_3_1_1_1_1_2_1_Inf_0",NA,34,0.6736,0.67964,0.663,0.62864,0,0,0,0,0,0,0.404978215777774,NA
"lag_idx-range_idx_1-range_idx_2-exp_r-exp_f-exp_b-interval-multiplier--obj_SSB_C_risk_ICV_res.rds","SSB_C_risk_ICV","one-way","MSY",FALSE,"high","her",1,2,3,1,1,1,1,2,1,Inf,0,"1_2_3_1_1_1_1_2_1_Inf_0",NA,34,0.67396,0.68044,0.66124,0.63112,0,0,0,0,0,0,0.437365526388402,NA
"lag_idx-range_idx_1-range_idx_2-exp_r-exp_f-exp_b-interval-multiplier--obj_SSB_C_risk_ICV_res.rds","SSB_C_risk_ICV","one-way","MSY",FALSE,"high","san",1,2,3,1,1,1,1,2,1,Inf,0,"1_2_3_1_1_1_1_2_1_Inf_0",NA,34,0.6056,0.61204,0.59952,0.53716,0,0,0,0,0,0,0.463447791530314,NA
