"scenario_name","fhist","stock","iter","lag_idx","range_idx_1","range_idx_2","exp_r","exp_f","exp_b","interval","multiplier","upper_constraint","lower_constraint","fitness_improvement"
"rfb (cond. capped): PA - all","one-way","sar",28,1,3,3,1.1,1,0.9,3,1.01,1.2,0.7,17
"rfb (cond. capped): PA - all","one-way","her",33,1,3,3,1,1,1,3,0.98,1.2,0.7,17
"rfb (cond. capped): PA - all","one-way","san",14,1,2,3,0.5,1,0.8,1,1.05,1.2,0.7,17
"rfb (cond. capped): PA - all","random","ang3",10,1,2,4,1.5,1,0.9,1,0,1.2,0.7,38
"rfb (cond. capped): PA - all","random","rjc2",13,0,2,3,0.8,0.3,0.3,1,0,1.2,0.7,38
"rfb (cond. capped): PA - all","random","smn",13,1,3,3,1.2,0.2,1.3,3,0.74,1.2,0.7,41
"rfb (cond. capped): PA - all","random","wlf",10,1,3,4,0.9,1.5,0.7,1,0.57,1.2,0.7,47
"rfb (cond. capped): PA - all","random","meg",12,0,4,3,0.2,0.7,0.4,2,0.01,1.2,0.7,18
"rfb (cond. capped): PA - all","random","lin",14,1,3,4,1.2,1.5,0.9,1,0.56,1.2,0.7,32
"rfb (cond. capped): PA - all","random","rjc",47,0,4,4,1.9,1.5,1,4,0.42,1.2,0.7,31
"rfb (cond. capped): PA - all","random","syc",20,1,3,3,1,0.9,1.2,2,0.74,1.2,0.7,29
"rfb (cond. capped): PA - all","random","sdv",15,0,4,5,1.7,0.8,0.9,2,0.54,1.2,0.7,38
"rfb (cond. capped): PA - all","random","ang",24,0,4,4,1.1,0.8,1.1,1,0.68,1.2,0.7,37
"rfb (cond. capped): PA - all","random","ang2",17,0,3,4,1.6,1.5,1.3,2,0.67,1.2,0.7,45
"rfb (cond. capped): PA - all","random","pol",20,0,3,3,1.6,0.8,1.7,1,0.72,1.2,0.7,44
"rfb (cond. capped): PA - all","random","had",26,0,3,3,1.1,0.8,1.3,1,0.82,1.2,0.7,54
"rfb (cond. capped): PA - all","random","nep",10,0,2,3,0.9,0.7,2,1,0.95,1.2,0.7,58
"rfb (cond. capped): PA - all","random","mut",15,0,2,3,0.9,0.7,1.8,1,0.9,1.2,0.7,49
"rfb (cond. capped): PA - all","random","sbb",61,1,3,4,1.2,1.3,0.6,3,0.5,1.2,0.7,34
"rfb (cond. capped): PA - all","random","ple",10,0,2,3,0.9,0.7,2,1,0.95,1.2,0.7,52
"rfb (cond. capped): PA - all","random","syc2",40,1,3,5,1.2,0.7,1.4,3,0.8,1.2,0.7,35
"rfb (cond. capped): PA - all","random","arg",30,0,3,3,1.5,0.8,1.7,4,0.68,1.2,0.7,30
"rfb (cond. capped): PA - all","random","tur",10,0,2,3,0.9,0.7,2,1,0.95,1.2,0.7,59
"rfb (cond. capped): PA - all","random","gut",12,1,2,3,1.2,1.2,1.1,1,0.63,1.2,0.7,31
"rfb (cond. capped): PA - all","random","whg",11,0,3,2,0.3,1.1,0.9,1,0.53,1.2,0.7,21
"rfb (cond. capped): PA - all","random","bll",12,0,1,3,0.4,0.7,0.9,1,0.37,1.2,0.7,25
"rfb (cond. capped): PA - all","random","lem",14,0,3,3,1,1.5,1.1,1,0.74,1.2,0.7,36
"rfb (cond. capped): PA - all","random","ane",11,0,2,3,1,0.7,1.2,1,0.58,1.2,0.7,16
"rfb (cond. capped): PA - all","random","jnd",17,1,2,3,0.1,0,0.8,2,1,1.2,0.7,20
"rfb (cond. capped): PA - all","random","sar",15,1,2,3,0,0,0.7,2,1,1.2,0.7,20
"rfb (cond. capped): PA - all","random","her",13,1,2,3,0.1,0.2,0.6,2,1.01,1.2,0.7,20
"rfb (cond. capped): PA - all","random","san",13,1,2,3,0.3,0.4,1,2,1,1.2,0.7,17
