"lag_idx","range_idx_1","range_idx_2","range_catch","exp_r","exp_f","exp_b","interval","multiplier","upper_constraint","lower_constraint","file","obj_fun","fhist","scenario","optimised","capped","stat_yrs","stock","solution","fitness","iter","risk_Blim","risk_Bmsy","risk_halfBmsy","risk_collapse","SSB","Fbar","Catch","SSB_rel","Fbar_rel","Catch_rel","ICV","risk_Blim_first10","risk_Bmsy_first10","risk_halfBmsy_first10","risk_collapse_first10","SSB_first10","Fbar_first10","Catch_first10","SSB_rel_first10","Fbar_rel_first10","Catch_rel_first10","ICV_first10","risk_Blim_41to50","risk_Bmsy_41to50","risk_halfBmsy_41to50","risk_collapse_41to50","SSB_41to50","Fbar_41to50","Catch_41to50","SSB_rel_41to50","Fbar_rel_41to50","Catch_rel_41to50","ICV_41to50","risk_Blim_last10","risk_Bmsy_last10","risk_halfBmsy_last10","risk_collapse_last10","SSB_last10","Fbar_last10","Catch_last10","SSB_rel_last10","Fbar_rel_last10","Catch_rel_last10","ICV_last10","risk_Blim_firsthalf","risk_Bmsy_firsthalf","risk_halfBmsy_firsthalf","risk_collapse_firsthalf","SSB_firsthalf","Fbar_firsthalf","Catch_firsthalf","SSB_rel_firsthalf","Fbar_rel_firsthalf","Catch_rel_firsthalf","ICV_firsthalf","risk_Blim_lastfhalf","risk_Bmsy_lastfhalf","risk_halfBmsy_lastfhalf","risk_collapse_lastfhalf","SSB_lastfhalf","Fbar_lastfhalf","Catch_lastfhalf","SSB_rel_lastfhalf","Fbar_rel_lastfhalf","Catch_rel_lastfhalf","ICV_lastfhalf","risk_Blim_11to50","risk_Bmsy_11to50","risk_halfBmsy_11to50","risk_collapse_11to50","SSB_11to50","Fbar_11to50","Catch_11to50","SSB_rel_11to50","Fbar_rel_11to50","Catch_rel_11to50","ICV_11to50"
1,2,3,1,1,1,1,2,1,1.2,0.7,"multiplier-upper_constraint1.2-lower_constraint0.7--obj_ICES_MSYPA_res_more.rds","PA_capped","one-way","PA_capped","default",TRUE,"more","ang3","1_2_3_1_1_1_1_2_1_1.2_0.7",-1.56375735461485,1,0.0496,0.23228,0.02232,0,484.482747167097,0.0143295666379402,9.35546294531983,1.75996407946584,0.238694233931967,0.423638219348246,0.2,0.2212,0.8724,0.098,0,199.390258833393,0.0582889949422269,17.1644442189649,0.724318245374251,0.970946808507189,0.777247970252743,0.308516795694092,0.0014,0.0176,4e-04,0,762.896486342524,0.0120865830559657,11.8276847728421,2.77134824751656,0.201331816676176,0.535586463808916,0.199999999999999,0.0014,0.0176,4e-04,0,762.896486342524,0.0120865830559657,11.8276847728421,2.77134824751656,0.201331816676176,0.535586463808916,0.199999999999999,0.09816,0.44704,0.04408,0,297.217508866402,0.0197006236203553,8.9377461837305,1.0796919858382,0.328162419831466,0.404722983821591,0.2,0.00104,0.01752,0.00056,0,678.517641782657,0.0112605417437206,9.77090359917192,2.46482807448555,0.187572063628205,0.442450387155593,0.199999999999999,0.0067,0.07225,0.0034,0,564.093094856221,0.0113036812989015,8.14266001927907,2.04916189529296,0.188290659196113,0.368719539747759,0.2
1,2,3,1,1,1,1,2,1,1.2,0.7,"multiplier-upper_constraint1.2-lower_constraint0.7--obj_ICES_MSYPA_res_more.rds","PA_capped","random","PA_capped","default",TRUE,"more","ang3","1_2_3_1_1_1_1_2_1_1.2_0.7",-5.99453580097064,1,0.1406,0.3058,0.1054,0,400.504849476825,0.0295505059123705,14.5832372339288,1.45490041255892,0.492236475064066,0.660364611588279,0.199999999999999,0.4382,0.6584,0.3548,0,185.711444681258,0.0544100939969207,14.9306599676983,0.674627680130773,0.906334157403949,0.676096761793503,0.2,0.0118,0.0824,0.0068,0,574.955279370707,0.0235074661858456,17.0806332949337,2.08862058537389,0.391574761099585,0.773452806846503,0.199999999999999,0.0118,0.0824,0.0068,0,574.955279370707,0.0235074661858456,17.0806332949337,2.08862058537389,0.391574761099585,0.773452806846503,0.199999999999999,0.26464,0.5052,0.20168,0,272.193141401535,0.0371602499252213,13.5930101263457,0.988786813038864,0.618995508568716,0.615524708842819,0.2,0.01656,0.1064,0.00912,0,512.548950854465,0.0236815614894937,15.5922695907487,1.86191922776693,0.394474747274004,0.706056061963994,0.199999999999999,0.0662,0.21765,0.04305,0,443.556386994926,0.0256770188587668,14.4395784746923,1.61129227592387,0.427714005664514,0.653859391984239,0.199999999999999
1,2,3,1,1,1,1,2,1,Inf,0,"multiplier--obj_ICES_MSYPA_res_more.rds","PA","one-way","PA","default",FALSE,"more","ang3","1_2_3_1_1_1_1_2_1_Inf_0",-5.79446154700969,1,0.06584,0.28372,0.03508,0.00412,398.63119976928,0.0258129658584515,14.2557263888055,1.44809406867554,0.42997853785624,0.645534120349501,0.247770103269113,0.2316,0.8722,0.113,0.0024,199.097855452557,0.0589422713863662,17.3973993372407,0.723256041508386,0.98182873706229,0.787796747162153,0.349946710720489,0.0302,0.129,0.0208,0.006,551.402613158168,0.0326945060881338,21.7411499505036,2.00306161190766,0.544607543387152,0.984492387543702,0.215367179966944,0.0302,0.129,0.0208,0.006,551.402613158168,0.0326945060881338,21.7411499505036,2.00306161190766,0.544607543387152,0.984492387543702,0.215367179966944,0.1108,0.46928,0.05512,0.00336,287.305776223249,0.0248460828123735,10.8360639335151,1.04368597010447,0.413872718760892,0.490683449484943,0.289037151944934,0.02088,0.09816,0.01504,0.00488,550.356066135865,0.0266231099385723,18.0773871124509,1.99925985595763,0.443473483339585,0.818588254963779,0.215367179966944,0.0244,0.1366,0.0156,0.00455,460.575362426327,0.0210652955679279,13.5788809791608,1.67311653200671,0.35089439305331,0.614884906538081,0.226100035160229
1,2,3,1,1,1,1,2,1,Inf,0,"multiplier--obj_ICES_MSYPA_res_more.rds","PA","random","PA","default",FALSE,"more","ang3","1_2_3_1_1_1_1_2_1_Inf_0",-5.48847679011578,1,0.2342,0.456,0.17696,0.00408,297.151197328604,0.0464013542593193,17.9353025736078,1.079451098159,0.772928867158405,0.812154319905275,0.221180011862055,0.4564,0.6724,0.3714,4e-04,179.6387903308,0.0597276987406705,16.2040361627188,0.652567754186427,0.994911964586316,0.733758347005466,0.233957609649243,0.1488,0.3342,0.1096,0.0112,368.790736367487,0.0446774164815191,21.5057768741334,1.33969362715547,0.744212436465458,0.973834119584244,0.214529049895216,0.1488,0.3342,0.1096,0.0112,368.790736367487,0.0446774164815191,21.5057768741334,1.33969362715547,0.744212436465458,0.973834119584244,0.214529049895216,0.32704,0.57304,0.25152,0.00136,240.221888700432,0.0484965695143312,15.9647679217933,0.872645925342693,0.807829838894249,0.722923696478315,0.22773771033779,0.14136,0.33896,0.1024,0.0068,350.881510428008,0.0440641903523511,20.3310408715755,1.27463538818035,0.733997644572081,0.920639203283831,0.214724511941729,0.17865,0.4019,0.12835,0.005,320.716805850378,0.0430656874330615,18.5267182850596,1.16505708671399,0.717365118591316,0.838935068261437,0.217606618170539
1,2,3,1,1,1,1,2,1,Inf,0,"multiplier--obj_SSB_C_risk_ICV_res_more.rds","MSY","one-way","MSY","default",FALSE,"more","ang3","1_2_3_1_1_1_1_2_1_Inf_0",-1.11617005159515,1,0.06584,0.28372,0.03508,0.00412,398.63119976928,0.0258129658584515,14.2557263888055,1.44809406867554,0.42997853785624,0.645534120349501,0.247770103269113,0.2316,0.8722,0.113,0.0024,199.097855452557,0.0589422713863662,17.3973993372407,0.723256041508386,0.98182873706229,0.787796747162153,0.349946710720489,0.0302,0.129,0.0208,0.006,551.402613158168,0.0326945060881338,21.7411499505036,2.00306161190766,0.544607543387152,0.984492387543702,0.215367179966944,0.0302,0.129,0.0208,0.006,551.402613158168,0.0326945060881338,21.7411499505036,2.00306161190766,0.544607543387152,0.984492387543702,0.215367179966944,0.1108,0.46928,0.05512,0.00336,287.305776223249,0.0248460828123735,10.8360639335151,1.04368597010447,0.413872718760892,0.490683449484943,0.289037151944934,0.02088,0.09816,0.01504,0.00488,550.356066135865,0.0266231099385723,18.0773871124509,1.99925985595763,0.443473483339585,0.818588254963779,0.215367179966944,0.0244,0.1366,0.0156,0.00455,460.575362426327,0.0210652955679279,13.5788809791608,1.67311653200671,0.35089439305331,0.614884906538081,0.226100035160229
1,2,3,1,1,1,1,2,1,Inf,0,"multiplier--obj_SSB_C_risk_ICV_res_more.rds","MSY","random","MSY","default",FALSE,"more","ang3","1_2_3_1_1_1_1_2_1_Inf_0",-0.722676790115776,1,0.2342,0.456,0.17696,0.00408,297.151197328604,0.0464013542593193,17.9353025736078,1.079451098159,0.772928867158405,0.812154319905275,0.221180011862055,0.4564,0.6724,0.3714,4e-04,179.6387903308,0.0597276987406705,16.2040361627188,0.652567754186427,0.994911964586316,0.733758347005466,0.233957609649243,0.1488,0.3342,0.1096,0.0112,368.790736367487,0.0446774164815191,21.5057768741334,1.33969362715547,0.744212436465458,0.973834119584244,0.214529049895216,0.1488,0.3342,0.1096,0.0112,368.790736367487,0.0446774164815191,21.5057768741334,1.33969362715547,0.744212436465458,0.973834119584244,0.214529049895216,0.32704,0.57304,0.25152,0.00136,240.221888700432,0.0484965695143312,15.9647679217933,0.872645925342693,0.807829838894249,0.722923696478315,0.22773771033779,0.14136,0.33896,0.1024,0.0068,350.881510428008,0.0440641903523511,20.3310408715755,1.27463538818035,0.733997644572081,0.920639203283831,0.214724511941729,0.17865,0.4019,0.12835,0.005,320.716805850378,0.0430656874330615,18.5267182850596,1.16505708671399,0.717365118591316,0.838935068261437,0.217606618170539
1,2,3,1,1,1,1,2,0.83,1.2,0.7,"multiplier-upper_constraint1.2-lower_constraint0.7--obj_ICES_MSYPA_res_more.rds","PA","one-way","PA","mult",TRUE,"more","ang3","1_2_3_1_1_1_1_2_0.83_1.2_0.7",-1.79717730026643,1,0.04924,0.2526,0.01832,0,505.830810365668,0.00863173037809458,5.81396638104548,1.83751446617279,0.143782734130383,0.263270602364881,0.2,0.2076,0.93,0.0718,0,193.182948335521,0.0796653600136561,21.24106429053,0.701769158600315,1.32702283047601,0.961847287055244,0.3,0,0,0,0,852.160000328823,0.00270392606463122,2.97808863609994,3.09561279386294,0.0450405498584289,0.134855129482371,0.179227302497939,0,0,0,0,852.160000328823,0.00270392606463122,2.97808863609994,3.09561279386294,0.0450405498584289,0.134855129482371,0.179227302497939,0.09832,0.50424,0.03664,0,273.722338030093,0.0243009912655702,9.76255762420529,0.994341873879401,0.404792876189623,0.442072461018292,0.27054195198549,0.00016,0.00096,0,0,732.348945627934,0.00384635429723858,3.53808721061305,2.66037923017165,0.0640705064994389,0.160213233119879,0.182377098630089,0.00965,0.08325,0.00495,0,602.688035125293,0.00624205054805794,4.6370564438727,2.18936442865431,0.10397672946985,0.209977244993768,0.199999999999999
1,2,3,1,1,1,1,2,1.08,1.2,0.7,"multiplier-upper_constraint1.2-lower_constraint0.7--obj_ICES_MSYPA_res_more.rds","PA","random","PA","mult",TRUE,"more","ang3","1_2_3_1_1_1_1_2_1.08_1.2_0.7",-5.35250573202931,1,0.27976,0.50696,0.22068,0.0062,271.544954348058,0.0535181586166392,19.0153631611719,0.986432165866052,0.891476776319624,0.861062102104633,0.2,0.474,0.6772,0.4012,0,172.550081904115,0.077931742948039,18.2494032227843,0.626816842985314,1.29814516739908,0.82637756470791,0.2,0.1768,0.3566,0.1362,0.0232,355.057849509914,0.0471261324277554,22.3354607308643,1.28980663382491,0.785001833079609,1.01140423169327,0.2,0.1768,0.3566,0.1362,0.0232,355.057849509914,0.0471261324277554,22.3354607308643,1.28980663382491,0.785001833079609,1.01140423169327,0.2,0.3768,0.61936,0.30552,0,211.060093438006,0.0612352446378875,17.5909295345001,0.766710858604588,1.02002385541634,0.796560267325321,0.2,0.18272,0.39456,0.13584,0.0124,327.287976454388,0.0465873075570321,20.6952426935831,1.18892795578151,0.776026377436711,0.937131151599,0.2,0.2312,0.4644,0.17555,0.00775,292.822557160815,0.0489107498351883,19.2567784811785,1.06372659351401,0.814729032491278,0.871993977618302,0.2
1,2,3,1,1,1,1,2,1,1.2,0.7,"multiplier-upper_constraint1.2-lower_constraint0.7--obj_ICES_MSYPA_res_more.rds","PA_capped","one-way","PA_capped","mult",TRUE,"more","ang3","1_2_3_1_1_1_1_2_1_1.2_0.7",-1.56375735461485,1,0.0496,0.23228,0.02232,0,484.482747167097,0.0143295666379402,9.35546294531983,1.75996407946584,0.238694233931967,0.423638219348246,0.2,0.2212,0.8724,0.098,0,199.390258833393,0.0582889949422269,17.1644442189649,0.724318245374251,0.970946808507189,0.777247970252743,0.308516795694092,0.0014,0.0176,4e-04,0,762.896486342524,0.0120865830559657,11.8276847728421,2.77134824751656,0.201331816676176,0.535586463808916,0.199999999999999,0.0014,0.0176,4e-04,0,762.896486342524,0.0120865830559657,11.8276847728421,2.77134824751656,0.201331816676176,0.535586463808916,0.199999999999999,0.09816,0.44704,0.04408,0,297.217508866402,0.0197006236203553,8.9377461837305,1.0796919858382,0.328162419831466,0.404722983821591,0.2,0.00104,0.01752,0.00056,0,678.517641782657,0.0112605417437206,9.77090359917192,2.46482807448555,0.187572063628205,0.442450387155593,0.199999999999999,0.0067,0.07225,0.0034,0,564.093094856221,0.0113036812989015,8.14266001927907,2.04916189529296,0.188290659196113,0.368719539747759,0.2
1,2,3,1,1,1,1,2,1.11,1.2,0.7,"multiplier-upper_constraint1.2-lower_constraint0.7--obj_ICES_MSYPA_res_more.rds","PA_capped","random","PA_capped","mult",TRUE,"more","ang3","1_2_3_1_1_1_1_2_1.11_1.2_0.7",-5.35197414696931,1,0.27988,0.49948,0.22292,0.00936,275.383141589057,0.0504288116610836,18.735757437196,1.00037501876209,0.840016092019934,0.84840087179278,0.2,0.4714,0.679,0.395,0.0014,173.238392271777,0.0714573394950801,18.0690083000287,0.629317244763689,1.19029802788554,0.818208841866258,0.2,0.1992,0.3752,0.1612,0.0222,344.55438893005,0.0449124677269187,21.9660101425345,1.25165106804112,0.748127794017644,0.99467460641529,0.2,0.1992,0.3752,0.1612,0.0222,344.55438893005,0.0449124677269187,21.9660101425345,1.25165106804112,0.748127794017644,0.99467460641529,0.2,0.36688,0.60792,0.29464,0.00368,220.318210697467,0.0561409649150563,17.3913505382429,0.800342507854039,0.935166076629308,0.78752284276516,0.2,0.19288,0.39104,0.1512,0.01504,329.198755320813,0.0449973711529645,20.4387521923189,1.1958691775038,0.749542069742113,0.925516635046438,0.2,0.232,0.4546,0.1799,0.01135,296.85294297302,0.0458493744732704,18.9775715639316,1.07836763965518,0.763734283992993,0.859350806249499,0.2
