"file","obj_fun","fhist","scenario","optimised","stock","lag_idx","range_idx_1","range_idx_2","range_catch","exp_r","exp_f","exp_b","interval","multiplier","upper_constraint","lower_constraint","solution","fitness","iter","risk_Blim","risk_Bmsy","risk_halfBmsy","risk_collapse","SSB","Fbar","Catch","SSB_rel","Fbar_rel","Catch_rel","ICV"
"lag_idx-range_idx_1-range_idx_2-exp_r-exp_f-exp_b-interval-multiplier--obj_SSB_C_risk_ICV_res.rds","SSB_C_risk_ICV","one-way","MSY",TRUE,"lem",0,3,3,1,0.6,0.3,0.8,3,1.03,Inf,0,"0_3_3_1_0.6_0.3_0.8_3_1.03_Inf_0",-0.969730505934337,28,0.42688,0.49836,0.39344,0.29572,251.708900410938,0.113616974143597,95.372678886693,1.00770283277371,0.378830391087603,0.662341787554455,0.197489460715086
"lag_idx-range_idx_1-range_idx_2-exp_r-exp_f-exp_b-interval-multiplier--obj_SSB_C_risk_ICV_res.rds","SSB_C_risk_ICV","one-way","MSY",FALSE,"lem",1,2,3,1,1,1,1,2,1,Inf,0,"1_2_3_1_1_1_1_2_1_Inf_0",-1.92865365950938,28,0.36672,0.41152,0.34412,0.2796,408.309081559558,0.0536273379782493,56.1982491837466,1.63464310345426,0.17880836532058,0.390284190989491,0.317574747044608
"lag_idx-range_idx_1-range_idx_2-exp_r-exp_f-exp_b-interval-multiplier--obj_SSB_C_risk_ICV_res.rds","SSB_C_risk_ICV","one-way","MSY",TRUE,"ane",0,2,3,1,0.8,0.8,0.7,2,1.01,Inf,0,"0_2_3_1_0.8_0.8_0.7_2_1.01_Inf_0",-1.4147168446335,14,0.48392,0.49892,0.44836,0.399,197.604566440401,0.0608664189496583,110.704271964915,1.0093966502556,0.153910783417321,0.33436494283223,0.255765137210129
"lag_idx-range_idx_1-range_idx_2-exp_r-exp_f-exp_b-interval-multiplier--obj_SSB_C_risk_ICV_res.rds","SSB_C_risk_ICV","one-way","MSY",FALSE,"ane",1,2,3,1,1,1,1,2,1,Inf,0,"1_2_3_1_1_1_1_2_1_Inf_0",-2.44430977309448,14,0.53288,0.54476,0.50676,0.4682,82.4495441894776,9.24446373305873e-35,2.43543147258794e-31,0.421165842567006,2.33761519074233e-34,7.35583993869508e-34,0.332595615661486
"lag_idx-range_idx_1-range_idx_2-exp_r-exp_f-exp_b-interval-multiplier--obj_SSB_C_risk_ICV_res.rds","SSB_C_risk_ICV","one-way","MSY",TRUE,"jnd",0,3,3,1,0.3,0.4,1.4,3,0.94,Inf,0,"0_3_3_1_0.3_0.4_1.4_3_0.94_Inf_0",-1.45983908163317,25,0.49144,0.49944,0.48328,0.45808,219.353264768614,0.0250249770495281,37.8747601906851,1.01165170007953,0.0418988727096106,0.155548564954129,0.112295946507768
"lag_idx-range_idx_1-range_idx_2-exp_r-exp_f-exp_b-interval-multiplier--obj_SSB_C_risk_ICV_res.rds","SSB_C_risk_ICV","one-way","MSY",FALSE,"jnd",1,2,3,1,1,1,1,2,1,Inf,0,"1_2_3_1_1_1_1_2_1_Inf_0",-3.21778078891872,25,0.7336,0.74264,0.72532,0.69688,0,0,0,0,0,0,0.484180788918719
"lag_idx-range_idx_1-range_idx_2-exp_r-exp_f-exp_b-interval-multiplier--obj_SSB_C_risk_ICV_res.rds","SSB_C_risk_ICV","one-way","MSY",TRUE,"sar",0,2,3,1,0.6,0.8,1.3,3,0.96,Inf,0,"0_2_3_1_0.6_0.8_1.3_3_0.96_Inf_0",-1.59099061335115,25,0.49356,0.50012,0.48308,0.45264,201.884817644745,0.0285283853496447,47.1182212987843,0.997048705151423,0.0376060991584175,0.126592943477553,0.221072261980129
"lag_idx-range_idx_1-range_idx_2-exp_r-exp_f-exp_b-interval-multiplier--obj_SSB_C_risk_ICV_res.rds","SSB_C_risk_ICV","one-way","MSY",FALSE,"sar",1,2,3,1,1,1,1,2,1,Inf,0,"1_2_3_1_1_1_1_2_1_Inf_0",-3.07857821577777,25,0.6736,0.67964,0.663,0.62864,0,0,0,0,0,0,0.404978215777774
"lag_idx-range_idx_1-range_idx_2-exp_r-exp_f-exp_b-interval-multiplier--obj_SSB_C_risk_ICV_res.rds","SSB_C_risk_ICV","one-way","MSY",TRUE,"her",0,2,3,1,0.4,0.5,1.1,2,0.96,Inf,0,"0_2_3_1_0.4_0.5_1.1_2_0.96_Inf_0",-1.52284248736325,24,0.49448,0.50032,0.48392,0.4554,196.738388450033,0.0242414051909881,49.6016530240832,0.990106675581847,0.0379886692782202,0.123157790277313,0.141626953222409
"lag_idx-range_idx_1-range_idx_2-exp_r-exp_f-exp_b-interval-multiplier--obj_SSB_C_risk_ICV_res.rds","SSB_C_risk_ICV","one-way","MSY",FALSE,"her",1,2,3,1,1,1,1,2,1,Inf,0,"1_2_3_1_1_1_1_2_1_Inf_0",-3.1113255263884,24,0.67396,0.68044,0.66124,0.63112,0,0,0,0,0,0,0.437365526388402
"lag_idx-range_idx_1-range_idx_2-exp_r-exp_f-exp_b-interval-multiplier--obj_SSB_C_risk_ICV_res.rds","SSB_C_risk_ICV","one-way","MSY",TRUE,"san",0,2,2,1,0.3,0.5,1.1,2,1,Inf,0,"0_2_2_1_0.3_0.5_1.1_2_1_Inf_0",-1.67295955228643,25,0.49052,0.49788,0.48268,0.43004,221.255503488602,0.00551854300606603,6.91287392442748,1.04776250491834,0.0037649407096729,0.0117479229811184,0.146424970349215
