"lag_idx","range_idx_1","range_idx_2","range_catch","exp_r","exp_f","exp_b","interval","multiplier","upper_constraint","lower_constraint","sigmaL","sigmaB","risk_Blim","risk_Bmsy","risk_halfBmsy","risk_collapse","SSB","Fbar","Catch","SSB_rel","Fbar_rel","Catch_rel","ICV","stock","sigmaR","sigmaR_rho","file"
1,2,3,1,1,1,1,2,0.26,Inf,0,0.6,0.6,0.039,0.0738,0.03336,0.00372,1045.85477562978,1.25731942263285e-08,1.84137279974016e-05,3.68088334432265,1.08787769380675e-07,3.81353398450282e-07,0.697808539097668,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.26_Inf_0_0.6_0.6"
1,2,3,1,1,1,1,2,0.27,Inf,0,0.2,0.2,0.03284,0.0658,0.02728,0,1050.12554939353,2.49020827725111e-08,3.60326539953906e-05,3.69591432221812,2.15461718715968e-07,7.46246227720122e-07,0.656219950582443,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.27_Inf_0_0.2_0.2"
1,2,3,1,1,1,1,2,0.27,Inf,0,0.4,0.4,0.03388,0.06732,0.02816,0,1049.1151968001,2.38897616936005e-08,3.53848916851581e-05,3.69235838871789,2.06702754996063e-07,7.32830891160897e-07,0.662409261194539,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.27_Inf_0_0.4_0.4"
1,2,3,1,1,1,1,2,0.27,Inf,0,0.6,0.6,0.03956,0.07432,0.03388,0.00376,1045.04980572494,2.04593749971483e-08,2.97307457163533e-05,3.67805025469639,1.77021823475995e-07,6.15731964705487e-07,0.688601916953824,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.27_Inf_0_0.6_0.6"
1,2,3,1,1,1,1,2,0.28,Inf,0,0.2,0.2,0.03328,0.06592,0.02744,0,1049.80710695551,3.93713492027637e-08,5.76777947934636e-05,3.69479356483044,3.40654982351847e-07,1.19452307879801e-06,0.64354676021553,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.28_Inf_0_0.2_0.2"
1,2,3,1,1,1,1,2,0.28,Inf,0,0.4,0.4,0.03408,0.06772,0.02836,0,1048.55489789018,3.80959995136284e-08,5.58550476083118e-05,3.69038641806439,3.29620201105023e-07,1.15677348058132e-06,0.650618646689199,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.28_Inf_0_0.4_0.4"
1,2,3,1,1,1,1,2,0.28,Inf,0,0.6,0.6,0.04028,0.07492,0.03416,0.00376,1044.51705303231,3.23690280444689e-08,4.81260472501739e-05,3.67617523288779,2.80068397464545e-07,9.96703745999861e-07,0.68026892226135,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.28_Inf_0_0.6_0.6"
1,2,3,1,1,1,1,2,0.29,Inf,0,0.2,0.2,0.03344,0.06652,0.02768,0,1049.38058056042,6.21250796032126e-08,9.13347171062453e-05,3.6932924062182,5.37528388647497e-07,1.89156724645204e-06,0.631028530751585,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.29_Inf_0_0.2_0.2"
1,2,3,1,1,1,1,2,0.29,Inf,0,0.4,0.4,0.03432,0.06824,0.02848,0,1047.98689693686,5.96214203750492e-08,8.71907026728708e-05,3.68838734008782,5.15865834342013e-07,1.80574356166548e-06,0.638472544158672,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.29_Inf_0_0.4_0.4"
1,2,3,1,1,1,1,2,0.29,Inf,0,0.6,0.6,0.04064,0.07596,0.0348,0.0038,1043.67267638167,5.06256580939307e-08,7.39977441766566e-05,3.67320345131532,4.3803128451915e-07,1.53251374319229e-06,0.671586366426483,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.29_Inf_0_0.6_0.6"
1,2,3,1,1,1,1,2,0.3,Inf,0,0.2,0.2,0.03356,0.06676,0.02788,0,1049.06476784081,9.6065364153537e-08,0.000141536325454713,3.69218090411805,8.31191858877159e-07,2.93125643671595e-06,0.61832068912534,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.3_Inf_0_0.2_0.2"
1,2,3,1,1,1,1,2,0.3,Inf,0,0.4,0.4,0.03452,0.06868,0.0288,0,1047.39737071897,9.291809877768e-08,0.000137048060208922,3.68631250399484,8.03960594194112e-07,2.83830322241461e-06,0.626850119674453,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.3_Inf_0_0.4_0.4"
1,2,3,1,1,1,1,2,0.3,Inf,0,0.6,0.6,0.04252,0.07824,0.03656,0.0056,1042.47731540429,7.69307747690219e-08,0.000111862530533667,3.66899638125685,6.65632553923641e-07,2.31670393872887e-06,0.663287341146152,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.3_Inf_0_0.6_0.6"
1,2,3,1,1,1,1,2,0.31,Inf,0,0.2,0.2,0.03372,0.06724,0.02808,0,1048.68225035208,1.46657934959521e-07,0.000215581249073048,3.69083463474491,1.26893686035751e-06,4.46474727919109e-06,0.605582952469259,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.31_Inf_0_0.2_0.2"
1,2,3,1,1,1,1,2,0.31,Inf,0,0.4,0.4,0.0348,0.06912,0.02912,0,1046.95512973728,1.41666088108003e-07,0.00020820573798846,3.6847560379332,1.2257456176e-06,4.311998405209e-06,0.615121867771221,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.31_Inf_0_0.4_0.4"
1,2,3,1,1,1,1,2,0.31,Inf,0,0.6,0.6,0.04296,0.07876,0.03712,0.00564,1041.40881927636,1.170311779768e-07,0.000168806903768563,3.66523581172806,1.01259557204872e-06,3.4960376542488e-06,0.654871202501895,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.31_Inf_0_0.6_0.6"
1,2,3,1,1,1,1,2,0.32,Inf,0,0.2,0.2,0.03396,0.06764,0.02828,0,1048.16624344592,2.20183950523327e-07,0.000321243149487615,3.68901854969116,1.90511022097304e-06,6.6530344536023e-06,0.592885023985151,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.32_Inf_0_0.2_0.2"
1,2,3,1,1,1,1,2,0.32,Inf,0,0.4,0.4,0.03516,0.06952,0.02948,0,1046.44292486183,2.13563879368711e-07,0.0003109598510812,3.6829533341173,1.84783099971167e-06,6.44006450014593e-06,0.603887718566185,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.32_Inf_0_0.4_0.4"
1,2,3,1,1,1,1,2,0.32,Inf,0,0.6,0.6,0.045,0.08084,0.03916,0.00748,1040.33595606936,1.73807201298651e-07,0.00024695688332371,3.66145987227508,1.50384201430567e-06,5.11454534027418e-06,0.64727805600709,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.32_Inf_0_0.6_0.6"
1,2,3,1,1,1,1,2,0.33,Inf,0,0.2,0.2,0.03408,0.06788,0.02848,0,1047.68571433011,3.24718671669121e-07,0.000475574746949502,3.68732732863441,2.80958198300694e-06,9.84928451163816e-06,0.580302660911523,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.33_Inf_0_0.2_0.2"
1,2,3,1,1,1,1,2,0.33,Inf,0,0.4,0.4,0.03536,0.0702,0.02988,0,1045.66232321947,3.2095375471375e-07,0.000463289086330546,3.6802060085317,2.77700657614488e-06,9.59484508308211e-06,0.592695282793436,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.33_Inf_0_0.4_0.4"
1,2,3,1,1,1,1,2,0.33,Inf,0,0.6,0.6,0.0458,0.08156,0.03952,0.00748,1039.41047202911,2.56364921022348e-07,0.000368961944590014,3.65820263344177,2.21816090672276e-06,7.64130389501147e-06,0.639731215974126,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.33_Inf_0_0.6_0.6"
1,2,3,1,1,1,1,2,0.34,Inf,0,0.2,0.2,0.0342,0.06816,0.02864,0,1047.12348079998,4.75306487375781e-07,0.000700825788190764,3.68534854908975,4.11252157590142e-06,1.45142958604504e-05,0.567895740065867,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.34_Inf_0_0.2_0.2"
1,2,3,1,1,1,1,2,0.34,Inf,0,0.4,0.4,0.0358,0.07088,0.03012,0,1044.87795854824,4.70917885050976e-07,0.000684148176463275,3.67744543897511,4.07454982035385e-06,1.41688979100077e-05,0.58160200714403,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.34_Inf_0_0.4_0.4"
1,2,3,1,1,1,1,2,0.34,Inf,0,0.6,0.6,0.04664,0.08212,0.03996,0.00748,1038.57304751862,3.73538528082502e-07,0.000536151284109333,3.65525531990967,3.2319888260966e-06,1.11038413463819e-05,0.633393986589521,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.34_Inf_0_0.6_0.6"
1,2,3,1,1,1,1,2,0.35,Inf,0,0.2,0.2,0.03436,0.06836,0.02868,0,1046.62965314569,6.937233719792e-07,0.00101446036384102,3.68361052385909,6.00234251108797e-06,2.1009754646016e-05,0.55520731782109,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.35_Inf_0_0.2_0.2"
1,2,3,1,1,1,1,2,0.35,Inf,0,0.4,0.4,0.03624,0.07144,0.03032,0,1044.23669529343,6.8287403738554e-07,0.00100695853831028,3.67518851450627,5.90847019125717e-06,2.08543897649267e-05,0.570547649777998,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.35_Inf_0_0.4_0.4"
1,2,3,1,1,1,1,2,0.35,Inf,0,0.6,0.6,0.04752,0.08308,0.0406,0.00752,1037.4932003406,5.38419931489261e-07,0.000763301408547506,3.65145480038766,4.65860164747623e-06,1.58081832333222e-05,0.625915457118367,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.35_Inf_0_0.6_0.6"
1,2,3,1,1,1,1,2,0.36,Inf,0,0.2,0.2,0.03456,0.0686,0.0288,0,1045.99028160606,9.88942742113654e-07,0.00145701539918076,3.68136025727726,8.55668599586793e-06,3.01751917998564e-05,0.542552316426868,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.36_Inf_0_0.2_0.2"
1,2,3,1,1,1,1,2,0.36,Inf,0,0.4,0.4,0.03668,0.07192,0.0308,0,1043.36044658313,9.83242972936861e-07,0.00143587380682854,3.67210455929722,8.50736955618153e-06,2.97373435763295e-05,0.559293980395499,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.36_Inf_0_0.4_0.4"
1,2,3,1,1,1,1,2,0.36,Inf,0,0.6,0.6,0.04964,0.0852,0.0426,0.00936,1036.36993301358,7.63448060895048e-07,0.00106795550681761,3.6475014637566,6.60562543517047e-06,2.21176538491314e-05,0.619426087524185,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.36_Inf_0_0.6_0.6"
1,2,3,1,1,1,1,2,0.37,Inf,0,0.2,0.2,0.03488,0.06912,0.0292,0,1045.32641534456,1.39812528366141e-06,0.00205009699089585,3.67902378158127,1.20970795635806e-05,4.24580755586893e-05,0.529979864826088,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.37_Inf_0_0.2_0.2"
1,2,3,1,1,1,1,2,0.37,Inf,0,0.4,0.4,0.03704,0.07248,0.03112,0,1042.43354388976,1.40151732041011e-06,0.00202732348670811,3.66884232751769,1.21264286776487e-05,4.1986429989805e-05,0.548962993500775,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.37_Inf_0_0.4_0.4"
1,2,3,1,1,1,1,2,0.37,Inf,0,0.6,0.6,0.05172,0.08756,0.04504,0.01128,1034.7561537112,1.06865095892186e-06,0.00149344650398071,3.64182177141885,9.24634997081219e-06,3.09296900539154e-05,0.613481776714971,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.37_Inf_0_0.6_0.6"
1,2,3,1,1,1,1,2,0.38,Inf,0,0.2,0.2,0.03512,0.06948,0.02924,0,1044.56134799806,1.96742367886351e-06,0.0028815848935635,3.67633112891225,1.70228527132824e-05,5.96784199396507e-05,0.517659133095487,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.38_Inf_0_0.2_0.2"
1,2,3,1,1,1,1,2,0.38,Inf,0,0.4,0.4,0.0374,0.07356,0.03132,0,1041.61466922884,1.97397010198746e-06,0.00281710910281096,3.66596030013618,1.70794947054649e-05,5.83431084848101e-05,0.538660785920239,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.38_Inf_0_0.4_0.4"
1,2,3,1,1,1,1,2,0.38,Inf,0,0.6,0.6,0.05376,0.08968,0.04704,0.01316,1033.29801028537,1.44165571296261e-06,0.00199505390359469,3.63668983917088,1.24737203931595e-05,4.13181180005862e-05,0.608984811609865,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.38_Inf_0_0.6_0.6"
1,2,3,1,1,1,1,2,0.39,Inf,0,0.2,0.2,0.0352,0.06992,0.02952,0,1043.87960671239,2.75799141029691e-06,0.00401129554121935,3.67393174211203,2.38631272289569e-05,8.30750398316042e-05,0.505024938475362,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.39_Inf_0_0.2_0.2"
1,2,3,1,1,1,1,2,0.39,Inf,0,0.4,0.4,0.03776,0.0742,0.0316,0,1040.56065270026,2.69914290083306e-06,0.00393087790647568,3.66225069152215,2.33539488960123e-05,8.14095683795897e-05,0.529201939414254,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.39_Inf_0_0.4_0.4"
1,2,3,1,1,1,1,2,0.39,Inf,0,0.6,0.6,0.05496,0.0906,0.04764,0.01324,1031.9675227912,2.01068424366682e-06,0.00281317290555527,3.63200719166451,1.73971585787916e-05,5.82615887512374e-05,0.603718310052882,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.39_Inf_0_0.6_0.6"
1,2,3,1,1,1,1,2,0.4,Inf,0,0.2,0.2,0.03564,0.0704,0.0296,0,1043.1762685909,3.82103993668223e-06,0.00551869387862745,3.6714563453006,3.30610029514766e-05,0.000114293676213656,0.492388156817555,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.4_Inf_0_0.2_0.2"
1,2,3,1,1,1,1,2,0.4,Inf,0,0.4,0.4,0.03968,0.07632,0.03352,0.00184,1038.77086377872,3.71125061583179e-06,0.00537925350206987,3.65595153375698,3.21110665151073e-05,0.000111405827458155,0.51991697009928,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.4_Inf_0_0.4_0.4"
1,2,3,1,1,1,1,2,0.4,Inf,0,0.6,0.6,0.05604,0.0918,0.04888,0.01328,1030.9683440398,2.81624499519509e-06,0.00394452809636885,3.62849058447418,2.43671580619675e-05,8.1692267586724e-05,0.597219505390963,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.4_Inf_0_0.6_0.6"
1,2,3,1,1,1,1,2,0.41,Inf,0,0.2,0.2,0.03588,0.07052,0.02992,0,1042.47768759213,5.24223785232133e-06,0.00760386624805729,3.66899769117104,4.53577151717563e-05,0.000157478172560561,0.479847083110944,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.41_Inf_0_0.2_0.2"
1,2,3,1,1,1,1,2,0.41,Inf,0,0.4,0.4,0.04128,0.07796,0.03524,0.00364,1037.45775602913,5.08323666245693e-06,0.00731763876938314,3.65133005421948,4.39819800591943e-05,0.000151550322331773,0.512000699532576,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.41_Inf_0_0.4_0.4"
1,2,3,1,1,1,1,2,0.41,Inf,0,0.6,0.6,0.05808,0.09396,0.05108,0.01516,1028.88704075639,3.50747441524675e-06,0.00507540241620725,3.62116544261997,3.03479220097838e-05,0.000105112987451348,0.595314832107028,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.41_Inf_0_0.6_0.6"
1,2,3,1,1,1,1,2,0.42,Inf,0,0.2,0.2,0.03624,0.0712,0.0302,0,1041.37321074769,7.13399089209341e-06,0.0103429669724262,3.66511048759781,6.17258384752974e-05,0.000214205705957552,0.467438927493736,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.42_Inf_0_0.2_0.2"
1,2,3,1,1,1,1,2,0.42,Inf,0,0.4,0.4,0.04168,0.07872,0.0356,0.00372,1036.52010982645,6.92232698832152e-06,0.00990871066639235,3.64803001068499,5.9894446743391e-05,0.000205212137782339,0.502605783982441,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.42_Inf_0_0.4_0.4"
1,2,3,1,1,1,1,2,0.42,Inf,0,0.6,0.6,0.06132,0.09776,0.05472,0.01896,1026.3249048959,4.97438003966833e-06,0.00713777922734241,3.6121480116778,4.30401136597485e-05,0.000147825381482716,0.587209094094337,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.42_Inf_0_0.6_0.6"
1,2,3,1,1,1,1,2,0.43,Inf,0,0.2,0.2,0.03652,0.0718,0.03036,0,1040.49272575057,9.66168318583704e-06,0.0139116605735494,3.66201162278757,8.35963354522131e-05,0.000288114337224842,0.455176968622928,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.43_Inf_0_0.2_0.2"
1,2,3,1,1,1,1,2,0.43,Inf,0,0.4,0.4,0.04204,0.07948,0.0358,0.00372,1035.51557871954,9.3292410549691e-06,0.0132318554672091,3.64449456589244,8.0719927340299e-05,0.000274035385497992,0.49564582134018,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.43_Inf_0_0.4_0.4"
1,2,3,1,1,1,1,2,0.43,Inf,0,0.6,0.6,0.06324,0.10036,0.05684,0.02088,1024.32531854433,6.75539064042143e-06,0.00956504726515448,3.60511047236688,5.84500538079365e-05,0.000198094773715511,0.581662951713208,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.43_Inf_0_0.6_0.6"
1,2,3,1,1,1,1,2,0.44,Inf,0,0.2,0.2,0.03676,0.07216,0.03052,0,1039.67439592723,1.28974064339221e-05,0.0184919387237289,3.6591315129606,0.00011159296925552,0.000382973164218757,0.44274775067483,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.44_Inf_0_0.2_0.2"
1,2,3,1,1,1,1,2,0.44,Inf,0,0.4,0.4,0.04236,0.08016,0.0362,0.00372,1034.58406944744,1.25566325194943e-05,0.0176438952568117,3.64121612127026,0.000108644471574946,0.000365409949524368,0.487156487794812,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.44_Inf_0_0.4_0.4"
1,2,3,1,1,1,1,2,0.44,Inf,0,0.6,0.6,0.0654,0.10276,0.05896,0.02276,1022.1012837395,9.21142636323537e-06,0.0129062190595068,3.59728298726948,7.97005525272427e-05,0.000267291365451975,0.576677335626738,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.44_Inf_0_0.6_0.6"
1,2,3,1,1,1,1,2,0.45,Inf,0,0.2,0.2,0.03712,0.07276,0.03076,0,1038.71885979486,1.71646118774443e-05,0.0247894931082977,3.65576850586201,0.000148514355605996,0.000513397256875043,0.430640507287952,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.45_Inf_0_0.2_0.2"
1,2,3,1,1,1,1,2,0.45,Inf,0,0.4,0.4,0.04288,0.08088,0.03672,0.00372,1033.6119214027,1.61661356532449e-05,0.0229560076336163,3.6377946485864,0.000139875182516406,0.000475425265712927,0.480684344240337,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.45_Inf_0_0.4_0.4"
1,2,3,1,1,1,1,2,0.45,Inf,0,0.6,0.6,0.06616,0.10396,0.05972,0.0228,1020.69124039185,1.17099553775199e-05,0.0165072791474682,3.59232034312986,0.000101318718389004,0.000341870315611418,0.575382384856703,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.45_Inf_0_0.6_0.6"
1,2,3,1,1,1,1,2,0.46,Inf,0,0.2,0.2,0.03732,0.07324,0.03096,0,1037.44095741366,2.26457461010738e-05,0.0328070078140785,3.6512709315331,0.000195939087550096,0.000679442203373987,0.418315528346778,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.46_Inf_0_0.2_0.2"
1,2,3,1,1,1,1,2,0.46,Inf,0,0.4,0.4,0.04324,0.08168,0.03708,0.00376,1032.15165918096,2.17585315711208e-05,0.0307141984657801,3.63265525924134,0.000188262590397638,0.000636099543082993,0.472691196004981,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.46_Inf_0_0.4_0.4"
1,2,3,1,1,1,1,2,0.46,Inf,0,0.6,0.6,0.06808,0.1064,0.06204,0.02464,1018.41782372263,1.5412307261615e-05,0.021398947063886,3.58431905868061,0.000133352789897232,0.000443178110767258,0.571212371044582,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.46_Inf_0_0.6_0.6"
1,2,3,1,1,1,1,2,0.47,Inf,0,0.2,0.2,0.03752,0.07364,0.03108,0,1036.36457121237,2.97839762131933e-05,0.0432879562168008,3.64748259291028,0.000257701605271912,0.000896505542906547,0.406416000212467,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.47_Inf_0_0.2_0.2"
1,2,3,1,1,1,1,2,0.47,Inf,0,0.4,0.4,0.04392,0.0826,0.03732,0.00376,1030.9745882889,2.96077291032098e-05,0.0419448411441912,3.62851256109372,0.000256176652295782,0.000868689258364832,0.46307566357339,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.47_Inf_0_0.4_0.4"
1,2,3,1,1,1,1,2,0.47,Inf,0,0.6,0.6,0.07056,0.10892,0.0642,0.02648,1016.41266652902,2.03694249723056e-05,0.0280109593423372,3.57726191280463,0.000176243543718104,0.000580114713357358,0.567997323242465,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.47_Inf_0_0.6_0.6"
1,2,3,1,1,1,1,2,0.48,Inf,0,0.2,0.2,0.038,0.07408,0.03136,0,1035.20884717128,3.88539464371407e-05,0.0560415927022914,3.64341502495284,0.000336178228733769,0.00116063688105967,0.394540856562668,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.48_Inf_0_0.2_0.2"
1,2,3,1,1,1,1,2,0.48,Inf,0,0.4,0.4,0.04452,0.08336,0.03792,0.0038,1029.5103194175,3.83507259594492e-05,0.0550702323744117,3.62335907035493,0.000331824185338805,0.00114051974007611,0.455923686219334,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.48_Inf_0_0.4_0.4"
1,2,3,1,1,1,1,2,0.48,Inf,0,0.6,0.6,0.07168,0.11024,0.06516,0.02648,1014.52651726253,2.64030790551864e-05,0.036839560830714,3.57062361503928,0.000228448874923179,0.000762957491399415,0.564751010630965,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.48_Inf_0_0.6_0.6"
1,2,3,1,1,1,1,2,0.49,Inf,0,0.2,0.2,0.0382,0.07472,0.03156,0,1034.16507507312,5.05445307140513e-05,0.0727494464663289,3.63974147158683,0.000437329341438187,0.00150666115244161,0.382781422380242,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.49_Inf_0_0.2_0.2"
1,2,3,1,1,1,1,2,0.49,Inf,0,0.4,0.4,0.04508,0.08424,0.03828,0.0038,1027.89352093967,4.98758929119376e-05,0.0697499367505829,3.61766875203649,0.000431544048241711,0.00144454047682688,0.449078611612524,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.49_Inf_0_0.4_0.4"
1,2,3,1,1,1,1,2,0.49,Inf,0,0.6,0.6,0.07564,0.11452,0.06864,0.03012,1011.20192367447,3.42200802528894e-05,0.0470621502578228,3.5589227159756,0.000296084362631102,0.000974670145107559,0.560014111656473,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.49_Inf_0_0.6_0.6"
1,2,3,1,1,1,1,2,0.5,Inf,0,0.2,0.2,0.03844,0.07536,0.0318,0,1032.86763075693,6.50191982813159e-05,0.0936831845020327,3.63517511946514,0.000562569337641549,0.00194020465559915,0.371326782269574,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.5_Inf_0_0.2_0.2"
1,2,3,1,1,1,1,2,0.5,Inf,0,0.4,0.4,0.04564,0.085,0.03868,0.0038,1026.11101765773,6.38737657912042e-05,0.0896713439850919,3.61139523606222,0.000552658646425591,0.00185711832916966,0.442079568790665,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.5_Inf_0_0.4_0.4"
1,2,3,1,1,1,1,2,0.5,Inf,0,0.6,0.6,0.07716,0.11608,0.06968,0.03024,1009.01395614783,4.25573731032334e-05,0.0601430964677497,3.55122216957625,0.000368221599639905,0.00124558015815896,0.558878007780184,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.5_Inf_0_0.6_0.6"
1,2,3,1,1,1,1,2,0.51,Inf,0,0.2,0.2,0.0386,0.0758,0.03216,0,1031.58457244243,8.32449320337826e-05,0.1195065533168,3.63065939884152,0.000720264898893999,0.00247501376423463,0.359918940447799,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.51_Inf_0_0.2_0.2"
1,2,3,1,1,1,1,2,0.51,Inf,0,0.4,0.4,0.04676,0.08592,0.03952,0.0038,1023.73624675408,8.24538320260051e-05,0.114128243491464,3.60303723563088,0.00071342001893319,0.00236362748058257,0.436552966590719,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.51_Inf_0_0.4_0.4"
1,2,3,1,1,1,1,2,0.51,Inf,0,0.6,0.6,0.08096,0.11976,0.07344,0.03368,1005.09237742754,5.40574243478528e-05,0.0759536915447594,3.53742018278865,0.000467724152463423,0.0015730219540294,0.555721643809744,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.51_Inf_0_0.6_0.6"
1,2,3,1,1,1,1,2,0.52,Inf,0,0.2,0.2,0.0388,0.07672,0.03228,0,1030.09781184804,0.000106426547269428,0.151490161300665,3.62542674853825,0.00092084051768513,0.00313740312944464,0.348641614958266,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.52_Inf_0_0.2_0.2"
1,2,3,1,1,1,1,2,0.52,Inf,0,0.4,0.4,0.04884,0.08828,0.04144,0.00552,1021.3856540888,0.000104399101550459,0.144615318497964,3.5947643304508,0.000903298332832442,0.00299502323402143,0.430851761907109,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.52_Inf_0_0.4_0.4"
1,2,3,1,1,1,1,2,0.52,Inf,0,0.6,0.6,0.08384,0.12232,0.07604,0.03564,1001.26996562479,6.82885152437775e-05,0.094295813082446,3.52396721372667,0.000590856636266098,0.00195289236289891,0.554255255516396,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.52_Inf_0_0.6_0.6"
1,2,3,1,1,1,1,2,0.53,Inf,0,0.2,0.2,0.03932,0.07744,0.0326,0,1028.5608439207,0.000135802308139657,0.191127488053376,3.62001739364851,0.0011750100979371,0.00395830312670558,0.337386703810276,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.53_Inf_0_0.2_0.2"
1,2,3,1,1,1,1,2,0.53,Inf,0,0.4,0.4,0.0496,0.08896,0.04232,0.00556,1018.98516944102,0.000131073364812881,0.17945331841612,3.58631583055943,0.00113409359042222,0.00371652784546534,0.426150740017353,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.53_Inf_0_0.4_0.4"
1,2,3,1,1,1,1,2,0.53,Inf,0,0.6,0.6,0.08788,0.1264,0.08032,0.03928,997.128250038893,8.15707124696227e-05,0.11302084320729,3.50939045577491,0.000705778952955373,0.00234069291448743,0.553997925979169,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.53_Inf_0_0.6_0.6"
1,2,3,1,1,1,1,2,0.54,Inf,0,0.2,0.2,0.0398,0.07804,0.03312,0,1026.98963196555,0.000172468615231216,0.241034313235082,3.61448751698601,0.00149226008931676,0.00499188727607464,0.3265714952705,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.54_Inf_0_0.2_0.2"
1,2,3,1,1,1,1,2,0.54,Inf,0,0.4,0.4,0.0504,0.09004,0.04296,0.00556,1016.53797728101,0.000163997357684662,0.223029876023541,3.57770294369211,0.00141896374188509,0.00461901040297352,0.421261652478185,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.54_Inf_0_0.4_0.4"
1,2,3,1,1,1,1,2,0.54,Inf,0,0.6,0.6,0.09288,0.13148,0.08568,0.04464,992.814544925805,0.000105863165249057,0.145126626247221,3.49420838109965,0.000915965935124641,0.00300561255889147,0.553099679052815,"pol",NA,NA,"1_2_3_1_1_1_1_2_0.54_Inf_0_0.6_0.6"
