"lag_idx","range_idx_1","range_idx_2","range_catch","exp_r","exp_f","exp_b","interval","multiplier","upper_constraint","lower_constraint","risk_Blim","risk_Bmsy","risk_halfBmsy","risk_collapse","SSB","Fbar","Catch","SSB_rel","Fbar_rel","Catch_rel","ICV","stock","fhist"
1,2,3,1,1,1,1,2,1.06,Inf,0,0.60444,0.69864,0.55736,0.37272,85.7747158244185,0.0211050100117319,13.8129168683626,0.341495867240902,0.20207589874179,0.238082806526888,0.333843609664858,"ang","random"
1,2,3,1,1,1,1,2,1.07,Inf,0,0.62588,0.71516,0.5794,0.40028,68.3707570843187,0.0147680759875869,9.91711267968633,0.272205285205732,0.141401128273323,0.170933774663555,0.342222364654693,"ang","random"
1,2,3,1,1,1,1,2,1.08,Inf,0,0.63996,0.72744,0.59684,0.41832,55.9951680502892,0.00975567786218919,6.3543440769366,0.222934209584287,0.0934085020922241,0.109525025444819,0.349313847825415,"ang","random"
1,2,3,1,1,1,1,2,1.09,Inf,0,0.65436,0.73876,0.61008,0.43008,46.525726282733,0.00613616942027214,3.64235685424479,0.185233411655462,0.0587524928793735,0.0627805517469857,0.357372886225473,"ang","random"
1,2,3,1,1,1,1,2,1.1,Inf,0,0.67192,0.75276,0.6304,0.45652,29.7047524031134,0.00220849667053516,1.10479413831081,0.118263873981727,0.0211458771788577,0.019042501420243,0.366950007174575,"ang","random"
1,2,3,1,1,1,1,2,1.11,Inf,0,0.68724,0.76352,0.6462,0.47584,14.7192888003323,0.000352804209943679,0.158830122877098,0.0586020745825405,0.00337802387985724,0.00273763476432714,0.370627644500392,"ang","random"
1,2,3,1,1,1,1,2,1.12,Inf,0,0.69924,0.77392,0.662,0.493,3.76587578062824,1.14981290924586e-05,0.00888293576574887,0.014993124760211,0.000110092095143102,0.000153108448958491,0.382174829987093,"ang","random"
1,2,3,1,1,1,1,2,1.13,Inf,0,0.71788,0.78564,0.68128,0.51864,0,0,0,0,0,0,0.388069399982576,"ang","random"
1,2,3,1,1,1,1,2,1.14,Inf,0,0.73,0.79588,0.69564,0.5392,0,0,0,0,0,0,0.388626671066652,"ang","random"
1,2,3,1,1,1,1,2,1.15,Inf,0,0.73984,0.80156,0.70592,0.55224,0,0,0,0,0,0,0.398466723649114,"ang","random"
1,2,3,1,1,1,1,2,1.16,Inf,0,0.74792,0.80696,0.71612,0.56488,0,0,0,0,0,0,0.405968160678766,"ang","random"
1,2,3,1,1,1,1,2,1.17,Inf,0,0.75576,0.81244,0.72268,0.57308,0,0,0,0,0,0,0.414745387501465,"ang","random"
1,2,3,1,1,1,1,2,1.18,Inf,0,0.76316,0.81784,0.73336,0.58276,0,0,0,0,0,0,0.435393293118603,"ang","random"
1,2,3,1,1,1,1,2,1.19,Inf,0,0.77388,0.82632,0.74432,0.60004,0,0,0,0,0,0,0.442793368349067,"ang","random"
1,2,3,1,1,1,1,2,1.2,Inf,0,0.78652,0.83508,0.75816,0.61904,0,0,0,0,0,0,0.450215342004231,"ang","random"
1,2,3,1,1,1,1,2,1.21,Inf,0,0.79752,0.8428,0.7702,0.63488,0,0,0,0,0,0,0.457317787935375,"ang","random"
1,2,3,1,1,1,1,2,1.22,Inf,0,0.80776,0.85084,0.78208,0.64928,0,0,0,0,0,0,0.459255127103139,"ang","random"
1,2,3,1,1,1,1,2,1.23,Inf,0,0.81944,0.86116,0.79508,0.6666,0,0,0,0,0,0,0.469118778243835,"ang","random"
1,2,3,1,1,1,1,2,1.24,Inf,0,0.83048,0.86968,0.80648,0.68312,0,0,0,0,0,0,0.477299718364016,"ang","random"
1,2,3,1,1,1,1,2,1.25,Inf,0,0.83608,0.87444,0.81368,0.69264,0,0,0,0,0,0,0.487253906145982,"ang","random"
1,2,3,1,1,1,1,2,1.26,Inf,0,0.84896,0.88608,0.82736,0.71108,0,0,0,0,0,0,0.49369632439719,"ang","random"
1,2,3,1,1,1,1,2,1.27,Inf,0,0.85516,0.891,0.83468,0.72128,0,0,0,0,0,0,0.504386690114744,"ang","random"
1,2,3,1,1,1,1,2,1.28,Inf,0,0.86004,0.8948,0.84004,0.72964,0,0,0,0,0,0,0.509856814321715,"ang","random"
1,2,3,1,1,1,1,2,1.29,Inf,0,0.86284,0.89776,0.84292,0.73488,0,0,0,0,0,0,0.524501782230465,"ang","random"
1,2,3,1,1,1,1,2,1.3,Inf,0,0.86676,0.90068,0.8474,0.74072,0,0,0,0,0,0,0.532776040205706,"ang","random"
1,2,3,1,1,1,1,2,1.31,Inf,0,0.8692,0.90344,0.85008,0.74624,0,0,0,0,0,0,0.549151837404467,"ang","random"
1,2,3,1,1,1,1,2,1.32,Inf,0,0.87208,0.9048,0.85256,0.7486,0,0,0,0,0,0,0.563042276916301,"ang","random"
1,2,3,1,1,1,1,2,1.33,Inf,0,0.87544,0.90708,0.85676,0.75528,0,0,0,0,0,0,0.56701219352416,"ang","random"
1,2,3,1,1,1,1,2,1.34,Inf,0,0.8804,0.91072,0.86232,0.76384,0,0,0,0,0,0,0.574816223286274,"ang","random"
1,2,3,1,1,1,1,2,1.35,Inf,0,0.88188,0.91096,0.864,0.7654,0,0,0,0,0,0,0.591283034150804,"ang","random"
1,2,3,1,1,1,1,2,1.36,Inf,0,0.88708,0.91504,0.86904,0.7724,0,0,0,0,0,0,0.59218043128339,"ang","random"
1,2,3,1,1,1,1,2,1.37,Inf,0,0.88956,0.91628,0.8722,0.77692,0,0,0,0,0,0,0.606410034831118,"ang","random"
1,2,3,1,1,1,1,2,1.38,Inf,0,0.89252,0.9192,0.8758,0.7816,0,0,0,0,0,0,0.615936544048228,"ang","random"
1,2,3,1,1,1,1,2,1.39,Inf,0,0.897,0.9222,0.88064,0.78856,0,0,0,0,0,0,0.622558424405908,"ang","random"
1,2,3,1,1,1,1,2,1.4,Inf,0,0.8974,0.9216,0.88116,0.79052,0,0,0,0,0,0,0.636262420222649,"ang","random"
1,2,3,1,1,1,1,2,1.41,Inf,0,0.89952,0.9222,0.88392,0.79412,0,0,0,0,0,0,0.650034611953139,"ang","random"
1,2,3,1,1,1,1,2,1.42,Inf,0,0.90304,0.92532,0.88788,0.79964,0,0,0,0,0,0,0.649149991921445,"ang","random"
1,2,3,1,1,1,1,2,1.43,Inf,0,0.90292,0.92524,0.88896,0.80288,0,0,0,0,0,0,0.665064848658471,"ang","random"
1,2,3,1,1,1,1,2,1.44,Inf,0,0.90516,0.92688,0.89116,0.80612,0,0,0,0,0,0,0.683186811371569,"ang","random"
1,2,3,1,1,1,1,2,1.45,Inf,0,0.90968,0.93076,0.89572,0.8128,0,0,0,0,0,0,0.686899003086392,"ang","random"
1,2,3,1,1,1,1,2,1.46,Inf,0,0.91248,0.9322,0.89852,0.81732,0,0,0,0,0,0,0.699752665849443,"ang","random"
1,2,3,1,1,1,1,2,1.47,Inf,0,0.91648,0.93532,0.90304,0.8234,0,0,0,0,0,0,0.70766644290834,"ang","random"
1,2,3,1,1,1,1,2,1.48,Inf,0,0.91596,0.9346,0.9034,0.82416,0,0,0,0,0,0,0.724299657906082,"ang","random"
1,2,3,1,1,1,1,2,1.49,Inf,0,0.92052,0.93852,0.90768,0.82956,0,0,0,0,0,0,0.737351071014326,"ang","random"
1,2,3,1,1,1,1,2,1.5,Inf,0,0.92196,0.93976,0.9098,0.83248,0,0,0,0,0,0,0.745370274489289,"ang","random"
1,2,3,1,1,1,1,2,1.51,Inf,0,0.9228,0.94016,0.91144,0.83524,0,0,0,0,0,0,0.75635834004045,"ang","random"
1,2,3,1,1,1,1,2,1.52,Inf,0,0.9246,0.94168,0.91428,0.83876,0,0,0,0,0,0,0.773263658528112,"ang","random"
1,2,3,1,1,1,1,2,1.53,Inf,0,0.92432,0.942,0.9134,0.83828,0,0,0,0,0,0,0.782942171027281,"ang","random"
1,2,3,1,1,1,1,2,1.54,Inf,0,0.92696,0.94416,0.9166,0.84328,0,0,0,0,0,0,0.7962110095306,"ang","random"
1,2,3,1,1,1,1,2,1.55,Inf,0,0.9274,0.9442,0.917,0.84428,0,0,0,0,0,0,0.805713155116954,"ang","random"
1,2,3,1,1,1,1,2,1.56,Inf,0,0.92576,0.94304,0.91584,0.8424,0,0,0,0,0,0,0.817049235094045,"ang","random"
1,2,3,1,1,1,1,2,1.57,Inf,0,0.93,0.946,0.92008,0.8486,0,0,0,0,0,0,0.825898275945149,"ang","random"
1,2,3,1,1,1,1,2,1.58,Inf,0,0.92968,0.94524,0.91952,0.848,0,0,0,0,0,0,0.826063717300858,"ang","random"
1,2,3,1,1,1,1,2,1.59,Inf,0,0.92644,0.94224,0.91668,0.84528,0,0,0,0,0,0,0.854423323840669,"ang","random"
1,2,3,1,1,1,1,2,1.6,Inf,0,0.9276,0.94308,0.91812,0.84716,0,0,0,0,0,0,0.863731271864262,"ang","random"
1,2,3,1,1,1,1,2,1.61,Inf,0,0.93152,0.94648,0.92212,0.85236,0,0,0,0,0,0,0.872417977243115,"ang","random"
1,2,3,1,1,1,1,2,1.62,Inf,0,0.93176,0.94608,0.9228,0.85476,0,0,0,0,0,0,0.889925741326015,"ang","random"
1,2,3,1,1,1,1,2,1.63,Inf,0,0.92748,0.94176,0.91828,0.8496,0,0,0,0,0,0,0.90366531113025,"ang","random"
1,2,3,1,1,1,1,2,1.64,Inf,0,0.92876,0.94272,0.92008,0.8526,0,0,0,0,0,0,0.919090957782138,"ang","random"
1,2,3,1,1,1,1,2,1.65,Inf,0,0.93032,0.94416,0.92164,0.85456,0,0,0,0,0,0,0.941864523510869,"ang","random"
1,2,3,1,1,1,1,2,1.66,Inf,0,0.9312,0.94488,0.92288,0.8582,0,0,0,0,0,0,0.972850450280896,"ang","random"
1,2,3,1,1,1,1,2,1.67,Inf,0,0.93256,0.94592,0.92444,0.8602,0,0,0,0,0,0,0.989748373629063,"ang","random"
1,2,3,1,1,1,1,2,1.68,Inf,0,0.9322,0.94556,0.92416,0.8608,0,0,0,0,0,0,1,"ang","random"
1,2,3,1,1,1,1,2,1.69,Inf,0,0.9326,0.9454,0.92452,0.86192,0,0,0,0,0,0,1,"ang","random"
1,2,3,1,1,1,1,2,1.7,Inf,0,0.93452,0.94704,0.92668,0.86432,0,0,0,0,0,0,1,"ang","random"
1,2,3,1,1,1,1,2,1.71,Inf,0,0.93272,0.94544,0.92464,0.86312,0,0,0,0,0,0,1,"ang","random"
1,2,3,1,1,1,1,2,1.72,Inf,0,0.93296,0.9454,0.92548,0.86488,0,0,0,0,0,0,1,"ang","random"
1,2,3,1,1,1,1,2,1.73,Inf,0,0.93452,0.94652,0.92724,0.86808,0,0,0,0,0,0,1,"ang","random"
1,2,3,1,1,1,1,2,1.74,Inf,0,0.93316,0.94476,0.92584,0.86688,0,0,0,0,0,0,1,"ang","random"
1,2,3,1,1,1,1,2,1.75,Inf,0,0.935,0.946,0.928,0.86936,0,0,0,0,0,0,1,"ang","random"
1,2,3,1,1,1,1,2,1.76,Inf,0,0.93104,0.94216,0.9246,0.8664,0,0,0,0,0,0,1,"ang","random"
1,2,3,1,1,1,1,2,1.77,Inf,0,0.93096,0.94184,0.92444,0.8666,0,0,0,0,0,0,1,"ang","random"
1,2,3,1,1,1,1,2,1.78,Inf,0,0.93308,0.9436,0.92684,0.8696,0,0,0,0,0,0,1,"ang","random"
1,2,3,1,1,1,1,2,1.79,Inf,0,0.93164,0.94212,0.92548,0.86836,0,0,0,0,0,0,1,"ang","random"
1,2,3,1,1,1,1,2,1.8,Inf,0,0.93272,0.94292,0.9266,0.87044,0,0,0,0,0,0,1,"ang","random"
1,2,3,1,1,1,1,2,1.81,Inf,0,0.9314,0.94212,0.92564,0.87072,0,0,0,0,0,0,1,"ang","random"
1,2,3,1,1,1,1,2,1.82,Inf,0,0.93368,0.9442,0.92816,0.87412,0,0,0,0,0,0,1,"ang","random"
1,2,3,1,1,1,1,2,1.83,Inf,0,0.93376,0.94432,0.92808,0.87444,0,0,0,0,0,0,1,"ang","random"
1,2,3,1,1,1,1,2,1.84,Inf,0,0.93468,0.9452,0.92904,0.87624,0,0,0,0,0,0,1,"ang","random"
1,2,3,1,1,1,1,2,1.85,Inf,0,0.93624,0.94664,0.93048,0.87868,0,0,0,0,0,0,1,"ang","random"
1,2,3,1,1,1,1,2,1.86,Inf,0,0.93812,0.94856,0.93236,0.88072,0,0,0,0,0,0,1,"ang","random"
1,2,3,1,1,1,1,2,1.87,Inf,0,0.93684,0.94708,0.93136,0.8802,0,0,0,0,0,0,1,"ang","random"
1,2,3,1,1,1,1,2,1.88,Inf,0,0.93864,0.94872,0.93312,0.88192,0,0,0,0,0,0,1,"ang","random"
1,2,3,1,1,1,1,2,1.89,Inf,0,0.938,0.94816,0.93228,0.88096,0,0,0,0,0,0,1,"ang","random"
1,2,3,1,1,1,1,2,1.9,Inf,0,0.94132,0.95096,0.93524,0.88368,0,0,0,0,0,0,1,"ang","random"
1,2,3,1,1,1,1,2,1.91,Inf,0,0.94132,0.9508,0.9352,0.88404,0,0,0,0,0,0,1,"ang","random"
1,2,3,1,1,1,1,2,1.92,Inf,0,0.94128,0.95068,0.93536,0.88436,0,0,0,0,0,0,1,"ang","random"
1,2,3,1,1,1,1,2,1.93,Inf,0,0.94144,0.95112,0.93572,0.88392,0,0,0,0,0,0,1,"ang","random"
1,2,3,1,1,1,1,2,1.94,Inf,0,0.9442,0.95332,0.9388,0.8878,0,0,0,0,0,0,1,"ang","random"
1,2,3,1,1,1,1,2,1.95,Inf,0,0.94264,0.95172,0.9372,0.88624,0,0,0,0,0,0,1,"ang","random"
1,2,3,1,1,1,1,2,1.96,Inf,0,0.9428,0.95168,0.93732,0.88712,0,0,0,0,0,0,1,"ang","random"
1,2,3,1,1,1,1,2,1.97,Inf,0,0.94152,0.95024,0.93612,0.88676,0,0,0,0,0,0,1,"ang","random"
1,2,3,1,1,1,1,2,1.98,Inf,0,0.94168,0.95024,0.93632,0.887,0,0,0,0,0,0,1,"ang","random"
1,2,3,1,1,1,1,2,1.99,Inf,0,0.94164,0.95016,0.9364,0.88752,0,0,0,0,0,0,1,"ang","random"
1,2,3,1,1,1,1,2,2,Inf,0,0.94168,0.95032,0.93676,0.8878,0,0,0,0,0,0,1,"ang","random"
1,2,3,1,1,1,1,2,0,Inf,0,0.01272,0.04696,0.00236,0,1036.27200755501,0,0,4.15798585054592,0,0,0,"ang2","one-way"
1,2,3,1,1,1,1,2,0.01,Inf,0,0.01304,0.0476,0.0024,0,1035.88780634354,1.11684750198131e-26,1.88722906022344e-23,4.15644426379128,9.18613455548432e-26,3.23782780840532e-25,0.987259049492495,"ang2","one-way"
1,2,3,1,1,1,1,2,0.02,Inf,0,0.01328,0.04792,0.0024,0,1035.61042977132,9.10636860289502e-23,1.54115514398604e-19,4.15533130517215,7.49004023822687e-22,2.64408549414457e-21,0.974197282830129,"ang2","one-way"
1,2,3,1,1,1,1,2,0.03,Inf,0,0.01364,0.04836,0.0024,0,1035.4244661281,1.76541506276991e-20,2.98522732045962e-17,4.15458513602777,1.45206398224586e-19,5.1216104267974e-19,0.961081457065188,"ang2","one-way"
1,2,3,1,1,1,1,2,0.04,Inf,0,0.01384,0.04888,0.0024,0,1035.1587192465,7.41007212631827e-19,1.24982538502903e-15,4.1535188409185,6.09482668828522e-18,2.14426508821284e-17,0.947594636051496,"ang2","one-way"
1,2,3,1,1,1,1,2,0.05,Inf,0,0.01412,0.0492,0.0024,0,1034.90919363455,1.34154865916428e-17,2.27029611586779e-14,4.15251763278371,1.10343144197845e-16,3.89503746641173e-16,0.934193320778792,"ang2","one-way"
1,2,3,1,1,1,1,2,0.06,Inf,0,0.01428,0.04964,0.00244,0,1034.63146198598,1.42532261642042e-16,2.4134485559528e-13,4.15140324943978,1.17233600076872e-15,4.1406371983772e-15,0.921029911553791,"ang2","one-way"
1,2,3,1,1,1,1,2,0.07,Inf,0,0.01436,0.05,0.00248,0,1034.319070934,1.05376111482511e-15,1.77874444608976e-12,4.15014979709859,8.6672454143902e-15,3.05170599212481e-14,0.90786124578809,"ang2","one-way"
1,2,3,1,1,1,1,2,0.08,Inf,0,0.0144,0.0504,0.00248,0,1034.05370949253,5.91373221702129e-15,1.0013369911315e-11,4.14908504854716,4.86407855811003e-14,1.71794554450461e-13,0.894711659388933,"ang2","one-way"
1,2,3,1,1,1,1,2,0.09,Inf,0,0.01468,0.05116,0.00256,0,1033.80877501541,2.70568105329873e-14,4.62444751740368e-11,4.14810226209462,2.22543813508415e-13,7.9339413990307e-13,0.881554212181705,"ang2","one-way"
1,2,3,1,1,1,1,2,0.1,Inf,0,0.01468,0.05176,0.0026,0,1033.58536907329,1.06107205476454e-13,1.79914750566335e-10,4.1472058577341,8.72737831336839e-13,3.08671053664791e-12,0.868417595598284,"ang2","one-way"
1,2,3,1,1,1,1,2,0.11,Inf,0,0.01492,0.05204,0.00264,0,1033.35447544971,3.65786565210754e-13,6.25799944718938e-10,4.14627940945333,3.00861541137303e-12,1.07365475988886e-11,0.855295373023278,"ang2","one-way"
1,2,3,1,1,1,1,2,0.12,Inf,0,0.01516,0.05236,0.00268,0,1032.84312079515,1.12772878339624e-12,1.91063673045859e-09,4.14422762632808,9.27563371721976e-12,3.27798721841799e-11,0.842126780494678,"ang2","one-way"
1,2,3,1,1,1,1,2,0.13,Inf,0,0.01548,0.05268,0.00268,0,1032.43039766503,3.16418455153882e-12,5.37561115865814e-09,4.14257159690458,2.60255988371337e-11,9.22267660218019e-11,0.829006796008231,"ang2","one-way"
1,2,3,1,1,1,1,2,0.14,Inf,0,0.01564,0.053,0.00272,0,1032.06823673425,8.35340668088086e-12,1.40726296793528e-08,4.14111844559413,6.87072475258468e-11,2.41437315022076e-10,0.815838693711483,"ang2","one-way"
1,2,3,1,1,1,1,2,0.15,Inf,0,0.01584,0.05344,0.00276,0,1031.61115044184,2.04057881807454e-11,3.45199768027524e-08,4.13928441136132,1.67838774413247e-10,5.92242580369258e-10,0.802679967556109,"ang2","one-way"
1,2,3,1,1,1,1,2,0.16,Inf,0,0.01616,0.05424,0.00288,0,1031.19927219993,4.7233746666599e-11,8.01288583587962e-08,4.1376317720065,3.88500266750205e-10,1.37473214734815e-09,0.789534948917027,"ang2","one-way"
1,2,3,1,1,1,1,2,0.17,Inf,0,0.01648,0.05472,0.00292,0,1030.86824917117,1.04394031589187e-10,1.77115227460806e-07,4.13630355985779,8.5864687816959e-10,3.03868046996232e-09,0.776386803634435,"ang2","one-way"
1,2,3,1,1,1,1,2,0.18,Inf,0,0.01664,0.05528,0.00296,0,1030.44018162196,2.19135119172266e-10,3.72294808790257e-07,4.13458596177573,1.80239888344418e-09,6.38728234019094e-09,0.76326997607025,"ang2","one-way"
1,2,3,1,1,1,1,2,0.19,Inf,0,0.01684,0.05584,0.003,0,1030.07907035453,4.45707037922727e-10,7.43209268092735e-07,4.13313702218311,3.66596586859094e-09,1.27508826904685e-08,0.75012252030876,"ang2","one-way"
1,2,3,1,1,1,1,2,0.2,Inf,0,0.0172,0.05648,0.00304,0,1029.64794671686,8.61406901121537e-10,1.44218093970794e-06,4.13140716171,7.08512100952675e-09,2.47428022901768e-08,0.736979036867246,"ang2","one-way"
1,2,3,1,1,1,1,2,0.21,Inf,0,0.0174,0.05704,0.00304,0,1029.34433366345,1.60386414517218e-09,2.6938786692524e-06,4.13018893061727,1.3191874289132e-08,4.62175760834385e-08,0.723827916761214,"ang2","one-way"
1,2,3,1,1,1,1,2,0.22,Inf,0,0.01756,0.05748,0.00308,0,1028.94432726834,2.93779293536667e-09,4.91206530582606e-06,4.12858392641097,2.41635148510017e-08,8.42739335628052e-08,0.710768906987004,"ang2","one-way"
1,2,3,1,1,1,1,2,0.23,Inf,0,0.0178,0.05792,0.00308,0,1028.47802114047,5.20367239114477e-09,8.83415838405955e-06,4.1267128980829,4.28005029181816e-08,1.51563391443212e-07,0.697703050872274,"ang2","one-way"
1,2,3,1,1,1,1,2,0.24,Inf,0,0.01816,0.05844,0.00312,0,1028.20765038299,8.9816571749679e-09,1.52173101351486e-05,4.12562804991968,7.38746437576465e-08,2.61076045103283e-07,0.684708972803257,"ang2","one-way"
1,2,3,1,1,1,1,2,0.25,Inf,0,0.01832,0.05892,0.0032,0,1027.79557949739,1.52096762550403e-08,2.56566857587182e-05,4.12397463759236,1.25100456755549e-07,4.40179373940221e-07,0.671678351932642,"ang2","one-way"
1,2,3,1,1,1,1,2,0.26,Inf,0,0.01856,0.05932,0.00328,0,1027.39276044848,2.50488757516426e-08,4.23158688027511e-05,4.12235834776356,2.06028435135497e-07,7.25992936597515e-07,0.658687477572788,"ang2","one-way"
1,2,3,1,1,1,1,2,0.27,Inf,0,0.01904,0.05996,0.00328,0,1027.05299748223,4.07295886028691e-08,6.88646912027919e-05,4.12099506708445,3.35003194824479e-07,1.18147826828846e-06,0.645716724263654,"ang2","one-way"
1,2,3,1,1,1,1,2,0.28,Inf,0,0.01952,0.06076,0.00336,0,1026.45826726456,6.48608486902226e-08,0.00010978537054896,4.11860874398399,5.33484188659864e-07,1.88353461279055e-06,0.632878139703969,"ang2","one-way"
1,2,3,1,1,1,1,2,0.29,Inf,0,0.01984,0.06132,0.00344,0,1025.98674492284,1.02217040715804e-07,0.00017150165353033,4.11671678587764,8.40741003774491e-07,2.94237109152109e-06,0.619791224636582,"ang2","one-way"
1,2,3,1,1,1,1,2,0.3,Inf,0,0.02028,0.06184,0.00356,0,1025.47632536865,1.56516011046522e-07,0.000263072100431469,4.11466875479248,1.28735313909051e-06,4.51340105101899e-06,0.606681587947353,"ang2","one-way"
1,2,3,1,1,1,1,2,0.31,Inf,0,0.02076,0.06264,0.0036,0,1024.67835861029,2.37826644943629e-07,0.000401068205458449,4.11146695597296,1.95613775153355e-06,6.88093361887313e-06,0.593656614477085,"ang2","one-way"
1,2,3,1,1,1,1,2,0.32,Inf,0,0.02108,0.06328,0.00368,0,1024.17815344195,3.56679753995687e-07,0.000595682177610918,4.1094599095632,2.93371136848034e-06,1.02198316054529e-05,0.580605949015124,"ang2","one-way"
1,2,3,1,1,1,1,2,0.33,Inf,0,0.02156,0.06368,0.00384,0,1023.65960636435,5.24420111387417e-07,0.000876423187859031,4.10737926722624,4.3133853979713e-06,1.50363696140056e-05,0.567735874606151,"ang2","one-way"
1,2,3,1,1,1,1,2,0.34,Inf,0,0.02204,0.06444,0.00396,0,1023.00876955072,7.69359633770151e-07,0.0012804164798281,4.10476781941877,6.32802697309435e-06,2.19674875303003e-05,0.554666657203356,"ang2","one-way"
1,2,3,1,1,1,1,2,0.35,Inf,0,0.02228,0.06528,0.00412,0,1022.0963868268,1.10733200778236e-06,0.00186242845511048,4.10110693267408,9.10786907168428e-06,3.19527860725508e-05,0.541633398613341,"ang2","one-way"
1,2,3,1,1,1,1,2,0.36,Inf,0,0.0228,0.06584,0.00416,0,1021.52280411496,1.58372903456604e-06,0.00265980152938996,4.09880546280658,1.30262618532449e-05,4.56329310427117e-05,0.528646902503789,"ang2","one-way"
1,2,3,1,1,1,1,2,0.37,Inf,0,0.02332,0.06664,0.00456,0,1020.70913499924,2.2247878936466e-06,0.00377308702228301,4.09554065912036,1.82990076193878e-05,6.47330328986919e-05,0.515676235879734,"ang2","one-way"
1,2,3,1,1,1,1,2,0.38,Inf,0,0.024,0.06708,0.00472,0,1019.93111065771,3.11003783038397e-06,0.00519455948352275,4.09241887817879,2.55802389599936e-05,8.91205498190781e-05,0.502850706018264,"ang2","one-way"
1,2,3,1,1,1,1,2,0.39,Inf,0,0.0246,0.06764,0.00496,0,1018.83054378344,4.31011693217701e-06,0.00723950249014264,4.08800291262397,3.54509581823929e-05,0.00012420464995822,0.489975786879968,"ang2","one-way"
1,2,3,1,1,1,1,2,0.4,Inf,0,0.02512,0.06856,0.00516,0,1017.72279834434,5.93032479457286e-06,0.0098561542766746,4.08355814346275,4.87772604800821e-05,0.000169097281689652,0.477013001758552,"ang2","one-way"
1,2,3,1,1,1,1,2,0.41,Inf,0,0.02576,0.06956,0.00532,0,1016.50217805742,8.03031242188971e-06,0.0133945501644992,4.07866047002868,6.60497787739071e-05,0.000229803832071984,0.464134403093641,"ang2","one-way"
1,2,3,1,1,1,1,2,0.42,Inf,0,0.02608,0.07016,0.0056,0,1015.814786717,1.085053578983e-05,0.0181290228415294,4.07590234914299,8.92462772112153e-05,0.000311030894620546,0.451086869608346,"ang2","one-way"
1,2,3,1,1,1,1,2,0.43,Inf,0,0.02668,0.07096,0.00592,0,1014.95684045573,1.46056671000024e-05,0.023995616439428,4.07245988578504,0.000120132446923338,0.000411681209371633,0.43820970068183,"ang2","one-way"
1,2,3,1,1,1,1,2,0.44,Inf,0,0.02704,0.07168,0.0062,0,1013.88988115316,1.9526998758088e-05,0.0320274883847493,4.06817876880914,0.000160610681170306,0.000549480159622182,0.425369299476775,"ang2","one-way"
1,2,3,1,1,1,1,2,0.45,Inf,0,0.0276,0.07252,0.00652,0,1012.95000265184,2.56925224740363e-05,0.042684540143149,4.06440755673236,0.000211322466225342,0.000732318052839425,0.413037126257418,"ang2","one-way"
1,2,3,1,1,1,1,2,0.46,Inf,0,0.02804,0.07308,0.00684,0,1011.59397758333,3.3788621054093e-05,0.0556796677219522,4.05896657887447,0.000277913339911257,0.000955269184396515,0.400441357248059,"ang2","one-way"
1,2,3,1,1,1,1,2,0.47,Inf,0,0.02848,0.07396,0.007,0,1010.11700642871,4.43273355454879e-05,0.0722580535748354,4.05304031133295,0.000364594869115596,0.00123969654864335,0.387766332060839,"ang2","one-way"
1,2,3,1,1,1,1,2,0.48,Inf,0,0.02916,0.07488,0.00736,0,1008.8364777631,5.76275995346536e-05,0.0928367146658919,4.04790225874251,0.000473990300820635,0.00159275470435277,0.375482182612787,"ang2","one-way"
1,2,3,1,1,1,1,2,0.49,Inf,0,0.02976,0.07604,0.00776,0,1007.04857999729,7.41710547629579e-05,0.119740268355035,4.04072841484993,0.000610061165885234,0.00205432598955393,0.363282396017829,"ang2","one-way"
1,2,3,1,1,1,1,2,0.5,Inf,0,0.03052,0.07668,0.00808,0,1005.58544353082,9.55147077224092e-05,0.153305554797318,4.03485765825258,0.000785613931722341,0.00263018940820566,0.351492978700855,"ang2","one-way"
1,2,3,1,1,1,1,2,0.51,Inf,0,0.03104,0.07796,0.0086,0,1003.99409566608,0.000121414512749538,0.193477957337326,4.02847246029618,0.000998641308797492,0.0033194079287126,0.340071720941677,"ang2","one-way"
1,2,3,1,1,1,1,2,0.52,Inf,0,0.03164,0.07896,0.00884,0,1002.22929583032,0.00015423640934259,0.245678252503427,4.02139129560908,0.00126860328474774,0.00421498319754487,0.328661916228975,"ang2","one-way"
1,2,3,1,1,1,1,2,0.53,Inf,0,0.03212,0.08004,0.00924,0,1000.54108952705,0.000193694803777396,0.30664963799282,4.01461745836307,0.001593150834864,0.0052610398295426,0.317621006654081,"ang2","one-way"
1,2,3,1,1,1,1,2,0.54,Inf,0,0.03264,0.08116,0.00944,0,998.074090388091,0.000244094761354518,0.38472998917638,4.00471875663386,0.00200769336736983,0.00660062672803096,0.30726614160903,"ang2","one-way"
1,2,3,1,1,1,1,2,0.55,Inf,0,0.03336,0.0822,0.00984,0,995.603400903358,0.000305044570108482,0.481004096130567,3.99480524759017,0.00250900902895451,0.00825235511275998,0.298412082364923,"ang2","one-way"
1,2,3,1,1,1,1,2,0.56,Inf,0,0.03444,0.0834,0.0104,0,992.561658228301,0.000379163896068054,0.594571722529623,3.98260041824838,0.00311864472247449,0.0102007800636025,0.288515444360055,"ang2","one-way"
1,2,3,1,1,1,1,2,0.57,Inf,0,0.03544,0.08452,0.01068,0,989.341227069611,0.000470152897758628,0.734577794430668,3.96967861094985,0.00386703446334423,0.0126027966629714,0.279863423378714,"ang2","one-way"
