"lag_idx","range_idx_1","range_idx_2","range_catch","exp_r","exp_f","exp_b","interval","multiplier","upper_constraint","lower_constraint","risk_Blim","risk_Bmsy","risk_halfBmsy","risk_collapse","SSB","Fbar","Catch","SSB_rel","Fbar_rel","Catch_rel","ICV","stock","fhist"
1,2,3,1,1,1,1,2,1.38,Inf,0,0.65452,0.76492,0.62608,0.42348,55.1131313595625,1.62101552753473e-06,0.000238650733818778,0.195017971085526,2.20481061979724e-05,8.60008589106345e-06,0.44047057578881,"wlf","random"
1,2,3,1,1,1,1,2,1.39,Inf,0,0.6698,0.77528,0.64232,0.4494,40.6811455548267,1.17096540618744e-33,1.23347762959044e-30,0.143950348525438,1.59267873695426e-32,4.44499515649442e-32,0.448424058118828,"wlf","random"
1,2,3,1,1,1,1,2,1.4,Inf,0,0.67356,0.7748,0.64772,0.45656,36.6493273531924,0,0,0.129683748423574,0,0,0.455691840489492,"wlf","random"
1,2,3,1,1,1,1,2,1.41,Inf,0,0.68108,0.78152,0.65584,0.46832,28.4838389532521,0,0,0.10079014464175,0,0,0.454775180452997,"wlf","random"
1,2,3,1,1,1,1,2,1.42,Inf,0,0.68508,0.78112,0.66124,0.47256,23.6419434027953,0,0,0.0836570835515047,0,0,0.469458051440754,"wlf","random"
1,2,3,1,1,1,1,2,1.43,Inf,0,0.6942,0.7868,0.67088,0.48632,12.2720362800121,0,0,0.0434246350620518,0,0,0.482071170648073,"wlf","random"
1,2,3,1,1,1,1,2,1.44,Inf,0,0.69808,0.78808,0.67596,0.49864,1.48713778508867,0,0,0.00526224125572745,0,0,0.485446697912014,"wlf","random"
1,2,3,1,1,1,1,2,1.45,Inf,0,0.70648,0.79332,0.68544,0.5086,0,0,0,0,0,0,0.494825925797669,"wlf","random"
1,2,3,1,1,1,1,2,1.46,Inf,0,0.71496,0.79712,0.69356,0.5198,0,0,0,0,0,0,0.500232381977756,"wlf","random"
1,2,3,1,1,1,1,2,1.47,Inf,0,0.72672,0.80588,0.70588,0.53676,0,0,0,0,0,0,0.50528253658734,"wlf","random"
1,2,3,1,1,1,1,2,1.48,Inf,0,0.74348,0.81972,0.72344,0.55924,0,0,0,0,0,0,0.508763009517609,"wlf","random"
1,2,3,1,1,1,1,2,1.49,Inf,0,0.75336,0.82848,0.73308,0.5714,0,0,0,0,0,0,0.515634282941281,"wlf","random"
1,2,3,1,1,1,1,2,1.5,Inf,0,0.76272,0.83412,0.7436,0.5892,0,0,0,0,0,0,0.51959084062383,"wlf","random"
1,2,3,1,1,1,1,2,1.51,Inf,0,0.76864,0.83856,0.75052,0.60256,0,0,0,0,0,0,0.5210756414035,"wlf","random"
1,2,3,1,1,1,1,2,1.52,Inf,0,0.77068,0.83644,0.75248,0.60812,0,0,0,0,0,0,0.531277777819652,"wlf","random"
1,2,3,1,1,1,1,2,1.53,Inf,0,0.77396,0.83916,0.7558,0.60972,0,0,0,0,0,0,0.544659926795184,"wlf","random"
1,2,3,1,1,1,1,2,1.54,Inf,0,0.7826,0.8452,0.76456,0.62468,0,0,0,0,0,0,0.544116050683089,"wlf","random"
1,2,3,1,1,1,1,2,1.55,Inf,0,0.78704,0.84892,0.76924,0.62916,0,0,0,0,0,0,0.552242708289569,"wlf","random"
1,2,3,1,1,1,1,2,1.56,Inf,0,0.79232,0.852,0.77572,0.64016,0,0,0,0,0,0,0.556310377941023,"wlf","random"
1,2,3,1,1,1,1,2,1.57,Inf,0,0.7978,0.85716,0.78184,0.64712,0,0,0,0,0,0,0.563061497090161,"wlf","random"
1,2,3,1,1,1,1,2,1.58,Inf,0,0.80208,0.8586,0.78672,0.65668,0,0,0,0,0,0,0.571186804814235,"wlf","random"
1,2,3,1,1,1,1,2,1.59,Inf,0,0.80644,0.86028,0.79168,0.66252,0,0,0,0,0,0,0.588992575086907,"wlf","random"
1,2,3,1,1,1,1,2,1.6,Inf,0,0.8084,0.862,0.79388,0.66412,0,0,0,0,0,0,0.599033454307408,"wlf","random"
1,2,3,1,1,1,1,2,1.61,Inf,0,0.80992,0.86256,0.79552,0.66736,0,0,0,0,0,0,0.612449948733022,"wlf","random"
1,2,3,1,1,1,1,2,1.62,Inf,0,0.81808,0.87144,0.80464,0.67648,0,0,0,0,0,0,0.604550236859493,"wlf","random"
1,2,3,1,1,1,1,2,1.63,Inf,0,0.82396,0.87592,0.81076,0.68704,0,0,0,0,0,0,0.608085838275891,"wlf","random"
1,2,3,1,1,1,1,2,1.64,Inf,0,0.82944,0.87948,0.81628,0.69604,0,0,0,0,0,0,0.611887398082992,"wlf","random"
1,2,3,1,1,1,1,2,1.65,Inf,0,0.83512,0.88388,0.82252,0.70312,0,0,0,0,0,0,0.626862373184575,"wlf","random"
1,2,3,1,1,1,1,2,1.66,Inf,0,0.8394,0.88688,0.82696,0.70776,0,0,0,0,0,0,0.637633265031434,"wlf","random"
1,2,3,1,1,1,1,2,1.67,Inf,0,0.84508,0.89184,0.8328,0.71528,0,0,0,0,0,0,0.640382479282091,"wlf","random"
1,2,3,1,1,1,1,2,1.68,Inf,0,0.84652,0.89356,0.83496,0.71784,0,0,0,0,0,0,0.649122063829858,"wlf","random"
1,2,3,1,1,1,1,2,1.69,Inf,0,0.84212,0.88928,0.8306,0.71196,0,0,0,0,0,0,0.652135144509692,"wlf","random"
1,2,3,1,1,1,1,2,1.7,Inf,0,0.849,0.89596,0.8376,0.72032,0,0,0,0,0,0,0.664169522387049,"wlf","random"
1,2,3,1,1,1,1,2,1.71,Inf,0,0.85192,0.8966,0.84028,0.72496,0,0,0,0,0,0,0.685519370318696,"wlf","random"
1,2,3,1,1,1,1,2,1.72,Inf,0,0.85684,0.90052,0.84568,0.73192,0,0,0,0,0,0,0.693679587143414,"wlf","random"
1,2,3,1,1,1,1,2,1.73,Inf,0,0.85188,0.89444,0.84096,0.72788,0,0,0,0,0,0,0.707148641038986,"wlf","random"
1,2,3,1,1,1,1,2,1.74,Inf,0,0.8506,0.89252,0.84044,0.72792,0,0,0,0,0,0,0.72063081607278,"wlf","random"
1,2,3,1,1,1,1,2,1.75,Inf,0,0.8526,0.89336,0.84276,0.73124,0,0,0,0,0,0,0.721361866608013,"wlf","random"
1,2,3,1,1,1,1,2,1.76,Inf,0,0.85468,0.89484,0.84484,0.73236,0,0,0,0,0,0,0.729051512009268,"wlf","random"
1,2,3,1,1,1,1,2,1.77,Inf,0,0.85452,0.89488,0.84504,0.73376,0,0,0,0,0,0,0.739489250359368,"wlf","random"
1,2,3,1,1,1,1,2,1.78,Inf,0,0.85748,0.89724,0.84784,0.73724,0,0,0,0,0,0,0.754658959842673,"wlf","random"
1,2,3,1,1,1,1,2,1.79,Inf,0,0.85776,0.8972,0.84848,0.742,0,0,0,0,0,0,0.774417602873296,"wlf","random"
1,2,3,1,1,1,1,2,1.8,Inf,0,0.86144,0.8992,0.85208,0.74616,0,0,0,0,0,0,0.768120827388141,"wlf","random"
1,2,3,1,1,1,1,2,1.81,Inf,0,0.86464,0.90196,0.8554,0.75144,0,0,0,0,0,0,0.768940690967327,"wlf","random"
1,2,3,1,1,1,1,2,1.82,Inf,0,0.86688,0.90412,0.85784,0.75132,0,0,0,0,0,0,0.776323542658559,"wlf","random"
1,2,3,1,1,1,1,2,1.83,Inf,0,0.87344,0.91036,0.86404,0.75784,0,0,0,0,0,0,0.784819770761733,"wlf","random"
1,2,3,1,1,1,1,2,1.84,Inf,0,0.87396,0.91112,0.86488,0.76048,0,0,0,0,0,0,0.795760051953961,"wlf","random"
1,2,3,1,1,1,1,2,1.85,Inf,0,0.87664,0.91264,0.86776,0.765,0,0,0,0,0,0,0.795000508479329,"wlf","random"
1,2,3,1,1,1,1,2,1.86,Inf,0,0.87644,0.91092,0.86712,0.76592,0,0,0,0,0,0,0.815206512897257,"wlf","random"
1,2,3,1,1,1,1,2,1.87,Inf,0,0.88068,0.91484,0.87148,0.77112,0,0,0,0,0,0,0.814727056612172,"wlf","random"
1,2,3,1,1,1,1,2,1.88,Inf,0,0.87868,0.9128,0.86936,0.76916,0,0,0,0,0,0,0.827262892940648,"wlf","random"
1,2,3,1,1,1,1,2,1.89,Inf,0,0.88512,0.9186,0.87572,0.7758,0,0,0,0,0,0,0.82369100560152,"wlf","random"
1,2,3,1,1,1,1,2,1.9,Inf,0,0.88832,0.92176,0.87912,0.7808,0,0,0,0,0,0,0.829730307273904,"wlf","random"
1,2,3,1,1,1,1,2,1.91,Inf,0,0.89212,0.9238,0.88332,0.78904,0,0,0,0,0,0,0.852253900788491,"wlf","random"
1,2,3,1,1,1,1,2,1.92,Inf,0,0.89372,0.92516,0.88456,0.78984,0,0,0,0,0,0,0.85343293347407,"wlf","random"
1,2,3,1,1,1,1,2,1.93,Inf,0,0.89472,0.92568,0.8858,0.79164,0,0,0,0,0,0,0.85733399956663,"wlf","random"
1,2,3,1,1,1,1,2,1.94,Inf,0,0.90024,0.93004,0.89136,0.7968,0,0,0,0,0,0,0.868182282909391,"wlf","random"
1,2,3,1,1,1,1,2,1.95,Inf,0,0.90168,0.93032,0.89352,0.8002,0,0,0,0,0,0,0.874934365740491,"wlf","random"
1,2,3,1,1,1,1,2,1.96,Inf,0,0.90328,0.93044,0.8954,0.80436,0,0,0,0,0,0,0.900252426743048,"wlf","random"
1,2,3,1,1,1,1,2,1.97,Inf,0,0.9046,0.93092,0.89628,0.80656,0,0,0,0,0,0,0.911681106818477,"wlf","random"
1,2,3,1,1,1,1,2,1.98,Inf,0,0.90516,0.93148,0.89748,0.8066,0,0,0,0,0,0,0.909868901068853,"wlf","random"
1,2,3,1,1,1,1,2,1.99,Inf,0,0.90572,0.93184,0.89876,0.80944,0,0,0,0,0,0,0.918583876943335,"wlf","random"
1,2,3,1,1,1,1,2,2,Inf,0,0.90588,0.93192,0.89868,0.81268,0,0,0,0,0,0,0.939033088513315,"wlf","random"
1,2,3,1,1,1,1,2,0,Inf,0,0.00764,0.09908,0.0072,0,958.397991080911,0,0,2.96115316538323,0,0,0,"meg","one-way"
1,2,3,1,1,1,1,2,0.01,Inf,0,0.00772,0.09952,0.00724,0,958.152127931894,1.07507566537233e-29,1.06893448002374e-26,2.96039352434815,1.39350616147722e-28,4.20266905174148e-28,0.992319123354529,"meg","one-way"
1,2,3,1,1,1,1,2,0.02,Inf,0,0.00776,0.09988,0.00728,0,957.856527136426,8.78459799559129e-26,8.7180556211629e-23,2.95948020937949,1.13865394104305e-24,3.42762846882892e-24,0.984359947675639,"meg","one-way"
1,2,3,1,1,1,1,2,0.03,Inf,0,0.00776,0.10016,0.00736,0,957.670141421775,1.70528621442237e-23,1.68513639512116e-20,2.95890433520816,2.21038102100166e-22,6.62535516263038e-22,0.976211417797467,"meg","one-way"
1,2,3,1,1,1,1,2,0.04,Inf,0,0.00784,0.10044,0.0074,0,957.451308179282,7.06375011440852e-22,7.0575462530026e-19,2.9582282082184,9.15598745708249e-21,2.7747754210407e-20,0.96792930689434,"meg","one-way"
1,2,3,1,1,1,1,2,0.05,Inf,0,0.00784,0.10076,0.00744,0,957.268309070382,1.27120657190281e-20,1.26933712959544e-17,2.95766279761067,1.64772978080886e-19,4.99058077971124e-19,0.959577988578166,"meg","one-way"
1,2,3,1,1,1,1,2,0.06,Inf,0,0.00784,0.10104,0.00748,0,957.019485884497,1.34346667033147e-19,1.35639461355215e-16,2.95689401097781,1.74139285554177e-18,5.33285975039166e-18,0.951299991468893,"meg","one-way"
1,2,3,1,1,1,1,2,0.07,Inf,0,0.00792,0.10128,0.00748,0,956.738874888707,9.90179910564947e-19,9.99051690567037e-16,2.95602700985077,1.28346483023159e-17,3.92791485306268e-17,0.942628558789351,"meg","one-way"
1,2,3,1,1,1,1,2,0.08,Inf,0,0.00796,0.10132,0.00748,0,956.515058103645,5.67463705842085e-18,5.66405799997023e-15,2.95533548525689,7.35542805009706e-17,2.22690555020874e-16,0.934460468734996,"meg","one-way"
1,2,3,1,1,1,1,2,0.09,Inf,0,0.008,0.10152,0.00756,0,956.2986280727,2.65968761958114e-17,2.61045436606398e-14,2.95466678344702,3.44746998268945e-16,1.02633753333477e-15,0.926285339643496,"meg","one-way"
1,2,3,1,1,1,1,2,0.1,Inf,0,0.008,0.1018,0.0076,0,956.071397931116,1.03193764087196e-16,1.02691943185693e-13,2.95396471263793,1.33759093162741e-15,4.03748087048443e-15,0.918104644553565,"meg","one-way"
1,2,3,1,1,1,1,2,0.11,Inf,0,0.00804,0.102,0.00772,0,955.90184119436,3.54548601750123e-16,3.52742362684507e-13,2.95344083479968,4.59563616771866e-15,1.38685713539657e-14,0.909913785974887,"meg","one-way"
1,2,3,1,1,1,1,2,0.12,Inf,0,0.00808,0.10244,0.00776,0,955.590657782608,1.09548427057797e-15,1.09304921965111e-12,2.95247937436956,1.41995966425589e-14,4.29747960544398e-14,0.90172267138691,"meg","one-way"
1,2,3,1,1,1,1,2,0.13,Inf,0,0.00808,0.10264,0.00776,0,955.324232978826,3.08073673146394e-15,3.09006495798007e-12,2.95165620418515,3.99323113289648e-14,1.21490330880572e-13,0.893535949680011,"meg","one-way"
1,2,3,1,1,1,1,2,0.14,Inf,0,0.00812,0.10308,0.0078,0,955.116692183974,8.02622175863133e-15,8.02393375395805e-12,2.95101496736356,1.04035370107291e-13,3.15472451222963e-13,0.885352744255998,"meg","one-way"
1,2,3,1,1,1,1,2,0.15,Inf,0,0.00812,0.10352,0.00784,0,954.822593640479,1.95782235098374e-14,1.95448821681283e-11,2.95010629388854,2.53771673664364e-13,7.68435043896257e-13,0.87717273019106,"meg","one-way"
1,2,3,1,1,1,1,2,0.16,Inf,0,0.00816,0.10376,0.00784,0,954.547063200118,4.50436175808676e-14,4.55227715398581e-11,2.94925499010533,5.83852473420314e-13,1.78979298240815e-12,0.869008742161896,"meg","one-way"
1,2,3,1,1,1,1,2,0.17,Inf,0,0.0082,0.10404,0.00788,0,954.194832426496,9.89171907329926e-14,1.0007255274881e-10,2.94816670603132,1.28215826292286e-12,3.93449578272421e-12,0.8608234070402,"meg","one-way"
1,2,3,1,1,1,1,2,0.18,Inf,0,0.0082,0.10464,0.00796,0,953.809803483293,2.09328524579928e-13,2.09036645442176e-10,2.94697708576443,2.71330286946864e-12,8.21857519705207e-12,0.852640924764121,"meg","one-way"
1,2,3,1,1,1,1,2,0.19,Inf,0,0.0082,0.10488,0.00796,0,953.454385727218,4.21147321881186e-13,4.15923630164727e-10,2.94587895490103,5.45888449375152e-12,1.63526334031478e-11,0.844486046421428,"meg","one-way"
1,2,3,1,1,1,1,2,0.2,Inf,0,0.00824,0.1052,0.00796,0,953.05756644942,8.11964576104523e-13,8.16139509395745e-10,2.94465290614939,1.05246326016599e-11,3.2087694074241e-11,0.836289763089091,"meg","one-way"
1,2,3,1,1,1,1,2,0.21,Inf,0,0.00824,0.10544,0.00796,0,952.769073741226,1.52875129287406e-12,1.51785461241994e-09,2.94376155297043,1.98155759134262e-11,5.96766286790436e-11,0.828093399657197,"meg","one-way"
1,2,3,1,1,1,1,2,0.22,Inf,0,0.00828,0.10576,0.00796,0,952.470460168659,2.79147558631847e-12,2.759411595744e-09,2.942838929453,3.61829269738034e-11,1.08490220225587e-10,0.819993378162004,"meg","one-way"
1,2,3,1,1,1,1,2,0.23,Inf,0,0.00832,0.10604,0.00796,0,952.258967661296,4.9598658522015e-12,4.99773678390077e-09,2.94218548306281,6.42894621072978e-11,1.9649318178962e-10,0.811874174226468,"meg","one-way"
1,2,3,1,1,1,1,2,0.24,Inf,0,0.00832,0.1064,0.008,0,951.939415383822,8.54617070315922e-12,8.57987591458541e-09,2.9411981654278,1.10774914877866e-10,3.37330113752242e-10,0.803735455432371,"meg","one-way"
1,2,3,1,1,1,1,2,0.25,Inf,0,0.00832,0.10664,0.00808,0,951.75366934264,1.45054042275809e-11,1.45664456322964e-08,2.94062426764951,1.88018116463005e-10,5.72700679010439e-10,0.795553142362524,"meg","one-way"
1,2,3,1,1,1,1,2,0.26,Inf,0,0.00832,0.10716,0.00808,0,951.494014409047,2.39905722120328e-11,2.41644516553036e-08,2.93982201426869,3.10964253695145e-10,9.50060036624432e-10,0.787369746048019,"meg","one-way"
1,2,3,1,1,1,1,2,0.27,Inf,0,0.00836,0.10732,0.00808,0,951.109901108958,3.88468346477811e-11,3.90262570418284e-08,2.93863522305563,5.03530171681653e-10,1.53437320752678e-09,0.779232278408499,"meg","one-way"
1,2,3,1,1,1,1,2,0.28,Inf,0,0.0084,0.10768,0.00808,0,950.817908595944,6.20967141586498e-11,6.21614412296529e-08,2.93773305656298,8.04893614233184e-10,2.44396611906192e-09,0.771110682629735,"meg","one-way"
1,2,3,1,1,1,1,2,0.29,Inf,0,0.0084,0.10788,0.00808,0,950.482147230524,9.66904589399473e-11,9.74539754589048e-08,2.93669565786298,1.25329550866741e-09,3.8315426650024e-09,0.762939304880007,"meg","one-way"
1,2,3,1,1,1,1,2,0.3,Inf,0,0.0084,0.10824,0.00812,0,950.007350319911,1.4935306461347e-10,1.52273098555041e-07,2.93522868236026,1.93590481561404e-09,5.98683502749239e-09,0.754770283579718,"meg","one-way"
1,2,3,1,1,1,1,2,0.31,Inf,0,0.0086,0.10872,0.00816,0,949.578984316756,2.28877145711801e-10,2.31457814954397e-07,2.93390516399108,2.96669083901415e-09,9.10009559866517e-09,0.746646512301842,"meg","one-way"
1,2,3,1,1,1,1,2,0.32,Inf,0,0.00872,0.10908,0.0082,0,949.284350347233,3.44872411661498e-10,3.50198287324774e-07,2.93299483621535,4.47021401426071e-09,1.37685473863656e-08,0.738484771173569,"meg","one-way"
1,2,3,1,1,1,1,2,0.33,Inf,0,0.00876,0.10944,0.0082,0,948.905735151886,5.08345267412795e-10,5.15488735741177e-07,2.93182503244427,6.5891386542749e-09,2.0267178173284e-08,0.730323378291267,"meg","one-way"
1,2,3,1,1,1,1,2,0.34,Inf,0,0.00876,0.11008,0.00832,0,948.49965710875,7.41214505297429e-10,7.4835955518168e-07,2.93057037697335,9.6075747352214e-09,2.94228280676961e-08,0.722205183748585,"meg","one-way"
1,2,3,1,1,1,1,2,0.35,Inf,0,0.0088,0.1104,0.00832,0,948.202052065006,1.07718657475088e-09,1.08144326442808e-06,2.92965086949784,1.39624230863418e-08,4.25184912972892e-08,0.714048807632563,"meg","one-way"
1,2,3,1,1,1,1,2,0.36,Inf,0,0.009,0.11064,0.00836,0,947.954799275724,1.54226861525349e-09,1.55334614607874e-06,2.92888693490444,1.9990786576537e-08,6.10720291726583e-08,0.705874830885307,"meg","one-way"
1,2,3,1,1,1,1,2,0.37,Inf,0,0.00908,0.11092,0.00844,0,947.776541448263,2.20559994271518e-09,2.21037506071379e-06,2.92833617338891,2.85888445708884e-08,8.69040622601744e-08,0.697748121513992,"meg","one-way"
1,2,3,1,1,1,1,2,0.38,Inf,0,0.00912,0.1116,0.00848,0,947.454606980595,3.11622527713653e-09,3.11846446840407e-06,2.9273414955235,4.03923115749892e-08,1.22606898320149e-07,0.689716347488816,"meg","one-way"
1,2,3,1,1,1,1,2,0.39,Inf,0,0.00916,0.112,0.0086,0,947.045915812597,4.32490432019493e-09,4.34526716080599e-06,2.92607876630553,5.60591315766023e-08,1.7084040378099e-07,0.681580343165191,"meg","one-way"
